fuente,entidad,departamento,municipio,valor_inicial,valor_final,adiciones_dias,plazo_dias,sobrecosto_pct,retraso_pct,estado,objeto,url,contratista,fecha_inicio,fecha_fin,postconflicto,destino_gasto
SECOP I,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN VICENTE,Antioquia,San Vicente,677217243027,677217243027,25,138.0,0.0,18.115942028985508,Liquidado,MANTENIMIENTO Y MEJORAMIENTO DE ViAS RURALES EN EL MUNICIPIO DE SAN VICENTE; DEPARTAMENTO DE ANTIOQUIA DEL PROGRAMA COLOMBIA RURAL,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-24130,AFA INGENIERIA Y CONSTRUCCION SAS,2021-09-06T00:00:00.000,2022-05-17T00:00:00.000,0,Inversión
SECOP I,CAQUETÁ - ALCALDÍA MUNICIPIO DE EL PAUJIL,Caquetá,El Paujil,278937178000,278937178000,0,3.0,0.0,0.0,Liquidado,REPOSICION DE TRAMO DE CONDUCCION A PUNTO DE VERTIMIENTO DE ALCANTARILLADO EN EL CENTRO POBLADO VERSALLES DEL MUNICIPIO DE EL PAUJIL,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-11-13283110,CONSORCIO ALCANTARILLADO VERSALLES,2022-09-23T00:00:00.000,2022-12-23T00:00:00.000,0,Inversión
SECOP I,CAQUETÁ - ALCALDÍA MUNICIPIO DE EL PAUJIL,Caquetá,El Paujil,278067943000,278067943000,0,2.0,0.0,0.0,Liquidado,MEJORAMIENTO DE TRAMOS DE ALCANTARILLADO; CUNETAS PARA EL MANEJO DE AGUAS LLUVIAS EN EL CASCO URBANO DEL MUNICIPIO DE EL PAUJIL CAQUETA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-11-13310399,CONSORCIO ALCANTARILLADO EL PAUJIL,2022-10-12T00:00:00.000,2022-12-12T00:00:00.000,0,Inversión
SECOP I,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE QUIPILE,Cundinamarca,Quipile,224260835081,224260835081,0,2.0,0.0,0.0,Liquidado,MANTENIMIENTO DE INFRAESTRUCTURA PUBLICA; ESCUELA INSPECCION LA VIRGEN; COLISEO CASCO URBANO; CASA DE LA CULTURAL INSPECCION DE SANTA MARTA Y CASA DE GOBIERNO DE PROPIEDAD DEL MUNICIPIO DE QUIPILE CUNDINAMARCA.-,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-11-11122691,CONSORCIO NAPRO,2020-10-23T00:00:00.000,2020-12-23T00:00:00.000,0,Inversión
SECOP I,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,223921530700,224023982713,93,195.0,0.0457535336953642,47.69230769230769,Liquidado,CONTRIBUIR AL DESARROLLO INTEGRAL DE NIÑOS; NIÑAS Y ADOLECENTES ENTRE LOS 6 T 17; 11 Y 29 DIAS AÑOS FORTALECIENDO EN ELLOS Y SUS FAMILIAS HABLIDADES; CAPACIDADES Y CONOCIMIENTOS PARA EL EJERCICIO DE SUS DERECHOS; LA PREVENCION DE RIESGOS Y VULNERACIONES Y LA POTENCIACION DE SUS VOCACIONES; INTERES Y TALENTOS EN LA CONSTRUCCION DE SU PROYECTO DE VIDA A TRAVES DE LA IMPLEMENTACION DEL PORGRAMA GENERACIONES.,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-10471,ALDEAS INFANTILES SOS COLOMBIA,2019-11-18T00:00:00.000,2020-09-01T00:00:00.000,0,Inversión
SECOP I,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE LA CALERA,Cundinamarca,La Calera,146705345619,146705345619,0,9.0,0.0,0.0,Liquidado,PAVIMENTACION EN VIAS URBANAS DEL MUNICIPIO DE LA CALERA CUNDINAMARCA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-1-213121,INCITECO SAS,2021-04-20T00:00:00.000,2022-01-20T00:00:00.000,0,Inversión
SECOP I,ANTIOQUIA - ÁREA METROPOLITANA DEL VALLE DE ABURRÁ - MEDELLÍN,Antioquia,Medellín,105418335674,110474175646,26,20.0,4.795977796153875,130.0,Liquidado,CONSTRUCCION DEL INTERCAMBIO VIAL DE LA AYURA EN LOS MUNICIPIOS DE MEDELLIN; ENVIGADO E ITAGÜI,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7462,CONSORCIO ABURRA SUR,2019-06-26T00:00:00.000,2021-05-26T00:00:00.000,0,Inversión
SECOP I,VALLE DEL CAUCA - METROCALI,Valle del Cauca,Cali,72453426569,72453426569,0,21.0,0.0,0.0,Liquidado,CONSTRUCCIoN DE LA FASE 1 DE LA TERMINAL AGUABLANCA; CONEXIoN VIAL ASOCIADA Y DEMaS OBRAS COMPLEMENTARIAS DEL SISTEMA INTEGRADO DE TRANSPORTE MASIVO DE PASAJEROS DE SANTIAGO DE CALI,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-4313,COSRCIO AGUABLANCA CMV,2018-11-20T00:00:00.000,2020-08-20T00:00:00.000,0,Inversión
SECOP I,GUAVIARE - GOBERNACIÓN,Guaviare,San José del Guaviare,57117955372,57117955372,0,13.0,0.0,0.0,Liquidado,PAVIMENTACIoN DE LA ViA 7506 QUE COMUNICA A LOS MUNICIPIOS: SAN JOSe DEL GUAVIARE Y EL RETORNO  ETAPA - 2; GUAVIARE,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-24351,CONSORCIO VIA NACIONAL II ETAPA,2021-11-12T00:00:00.000,2023-02-12T00:00:00.000,0,Inversión
SECOP I,ANTIOQUIA - DISTRITO ESPECIAL DE CIENCIA; TECNOLOGICA E INNOVACION DE MEDELLIN,Antioquia,Medellín,48018456195,48018456195,0,6.0,0.0,0.0,Liquidado,OBRAS DE FRESADO; REPAVIMENTACIoN DE ViAS Y OBRAS COMPLEMENTARIAS EN LA CIUDAD,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-1193,PROCOPAL S.A,2018-06-08T00:00:00.000,2018-12-08T00:00:00.000,0,Inversión
SECOP I,ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,Antioquia,Rionegro,46952850500,71883941078,68,13.0,53.0981406080979,523.0769230769231,Liquidado,CONSTRUCCION; AMPLIACION Y PAVIMENTACION DE VIAS; PUENTES; GLORIETAS Y OBRAS  COMPLEMENTARIAS  ENTRE VILLAS DE LLANOGRANDE; LOTUS (TRANSVERSAL  2); UBICADA EN EL aREA  RURAL DEL MUNICIPIO DE RIONEGRO,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6363,EXPLANAN S.A,2019-02-04T00:00:00.000,2022-06-04T00:00:00.000,0,Inversión
SECOP I,CASANARE - ALCALDÍA MUNICIPIO DE OROCUE,Casanare,Orocué,46624049795,46624049795,0,12.0,0.0,0.0,Liquidado,MEJORAMIENTO A NIVEL DE PAVIMENTO FLEXIBLE DESDE EL CASCO URBANO HASTA EL PUENTE EL DUYA; VEREDA LA ESMERALDA; MUNICIPIO DE OROCUe; DEPARTAMENTO DE CASANARE,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-26754,CONSORCIO PAVIMENTACION OROCUE,2022-01-21T00:00:00.000,2023-01-21T00:00:00.000,0,Inversión
SECOP I,HUILA - ALCALDÍA MUNICIPIO DE ALGECIRAS,Huila,Algeciras,43777558837,43777558837,0,12.0,0.0,0.0,Liquidado,CONSTRUCCIoN DE PUENTES PDET EN ZONA RURAL DEL MUNICIPIO DE ALGECIRAS DEPARTAMENTO DEL HUILA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-26773,UNION TEMPORAL ALGECIRAS 2022,2022-01-03T00:00:00.000,2023-01-03T00:00:00.000,0,Inversión
SECOP I,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE CÚCUTA,Norte De Santander,San José de Cúcuta,43371238623,54791148926,58,14.0,26.33060679282505,414.28571428571433,Liquidado,ESTUDIOS; DISEÑOS Y CONSTRUCCION DE LA INTERSECCION VIAL REDOMA TERMINAL  DE TRANSPORTES EN EL MUNICIPIO DE SAN JOSE DE CUCUTA; DEPARTAMENTO NORTE DE SANTANDER DE CONFORMIDAD CON LAS ESPECIFICACIONES TECNICAS DEL PROYECTO NO. 2018540010186 INSCRITO EN EL BANCO DE PROGRAMAS Y PROYECTO S DE INVERSION MUNICIPIAL,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-4526,UNION TEMPORAL EL INDIO GANT,2018-10-16T00:00:00.000,2022-03-16T00:00:00.000,0,Inversión
SECOP I,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE CALI,Valle del Cauca,Cali,40110983232,55063656486,183,315.0,37.27825161381474,58.0952380952381,Liquidado,CONSTRUCCION PUENTE VEHICULAR A DESNIVEL EN LA CARRERA 100 CON CALLE 25; SANTIAGO DE CALI,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7012,CONSORCIO ISLAS 2019,2019-01-30T00:00:00.000,2020-11-08T00:00:00.000,0,Inversión
SECOP I,MAGDALENA - GOBERNACIÓN,Magdalena,Santa Marta,38945219731,38945219731,0,10.0,0.0,0.0,Liquidado,MEJORAMIENTO DE CIRCUITOS VIALES CON ASPECTOS URBANiSTICOS DE LA SUBREGIoN NORTE Y CENTRO DEL DEPARTAMENTO DEL MAGDALENA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-14954,PAVIMENTO UNIVERSAL S. A.,2019-12-19T00:00:00.000,2020-10-19T00:00:00.000,0,Inversión
SECOP I,GUAVIARE - GOBERNACIÓN,Guaviare,San José del Guaviare,37715126875,56489935112,0,12.0,49.780578225881946,0.0,Liquidado,PAVIMENTACIoN DE LA VIA 7506 QUE COMUNICA A LOS MUNICIPIOS: SAN JOSe DEL GUAVIARE Y EL RETORNO - ETAPA - 1; GUAVIARE,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-17703,CONSORCIO GUAVIARE 7506,2020-10-15T00:00:00.000,2022-03-15T00:00:00.000,0,Inversión
SECOP I,CÓRDOBA - GOBERNACIÓN,Córdoba,Montería,34224873099,40497153837,0,16.0,18.326673468902552,0.0,Liquidado,REHABILITACIoN DE LA ESTRUCTURA DE PAVIMENTO DE LA VIA LA CEIBA (CRUCE ViA MONTERiA - PUERTO REY) - CANALETE EN EL DEPARTAMENTO DE CoRDOBA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-204765,CONSORCIO PAVIMENTAR 2019,2020-03-16T00:00:00.000,2021-09-16T00:00:00.000,0,Inversión
SECOP I,ANTIOQUIA - EMPRESA DE DESARROLLO URBANO EDU - MEDELLIN,Antioquia,Medellín,33956934295,33956934295,30,510.0,0.0,5.88235294117647,Liquidado,CONSTRUCCIoN DEL PROYECTO INTERCAMBIO VIAL DE LA CARRERA 80 CON CALLE 50 - COLOMBIA; EN EL MUNICIPIO DE MEDELLiN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9771131,GISAICO S.A.,2019-11-12T00:00:00.000,2021-05-05T00:00:00.000,0,Inversión
SECOP I,CASANARE - ALCALDÍA MUNICIPIO DE OROCUE,Casanare,Orocué,33749986681,33749986681,105,8.0,0.0,1312.5,Liquidado,MEJORAMIENTO A NIVEL DE AFIRMADO DE LA ViA SECUNDARIA QUE CONDUCE DESDE EL PUENTE SOBRE EL CAÑO SAN MIGUEL HASTA EL PUENTE SOBRE EL CAÑO EL DUYA DEL MUNICIPIO DE OROCUe DEPARTAMENTO DE CASANARE.,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-188015,UNION TEMPORAL VIA DUYA,2018-08-30T00:00:00.000,2019-07-30T00:00:00.000,0,Inversión
SECOP I,LA GUAJIRA - ALCALDÍA MUNICIPIO DE DIBULLA,La Guajira,Dibulla,33360836468,33360836468,0,12.0,0.0,0.0,Liquidado,CONSTRUCCIoN DE ESCENARIOS DEPORTIVOS EN EL DEPARTAMENTO DE LA GUAJIRA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-11-12474881,CONSORCIO DEPORTIVO GUAJIRA 2021,2022-02-07T00:00:00.000,2023-02-07T00:00:00.000,0,Inversión
SECOP I,BOYACÁ - GOBERNACIÓN,Boyacá,Tunja,32658182171,32660538970,251,18.0,0.0072165651708955,1394.4444444444446,Liquidado,REHABILITACIoN DE LA VIA VADO HONDO - LABRANZAGRANDE DEPARTAMENTO DE BOYACa EN CUMPLIMIENTO A LA META INTERVENIR 200 KILOMETROS DE VIAS,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-1496,CONSORCIO BICENTENARIO,2018-07-20T00:00:00.000,2020-10-20T00:00:00.000,0,Inversión
SECOP I,AGENCIA PARA LA INFRAESTRUCTURA DEL META - AIM,Meta,Villavicencio,32573397813,32573397813,143,12.0,0.0,1191.6666666666663,Liquidado,CONSTRUCCIoN PUENTE SOBRE EL RiO CLARO; VEREDA EL CABLE; SECTOR PUENTE CAiDO EN EL MUNICIPIO DE EL CASTILLO Y MEJORAMIENTO DE LA ViA QUE CONDUCE DESDE EL CENTRO POBLADO SURIMENA HASTA LA ViA PRINCIPAL EN EL MUNICIPIO DE SAN CARLOS DE GUAROA; META.,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-191874,CONSORCIO ARFICO,2018-11-27T00:00:00.000,2020-03-27T00:00:00.000,0,Inversión
SECOP I,ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,Antioquia,Rionegro,31595665637,47393498456,550,13.0,50.0000000015825,4230.769230769231,Liquidado,CONSTRUCCION DE VIAS; PUENTES ; GLORIETAS   Y OBRAS COMPLEMENTARIAS  PARA E LA VARIANTE ENTRE SAN ANTONIO DE PEREIRA; PALOS VERDES; LIBERTADORES DENTRO DEL PLAN VIAL DEL MUNICIPIO DE RIONEGRO,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6540,MINCIVIL SA,2019-05-20T00:00:00.000,2021-12-20T00:00:00.000,0,Inversión
SECOP I,BOLÍVAR - TRANSCARIBE S.A.,Bolívar,Cartagena,31074451269,31639311316,96,14.0,1.8177635450750715,685.7142857142857,Liquidado,SELECCIONAR LAS PROPUESTAS MAS FAVORABLES PARA LA ADJUDICACION DE DOS CONTRATOS DE OBRA PUBLICA POR EL SISTEMA DE PRECIOS UNITARIOS FIJOS SIN FORMULA DE REAJUSTE PARA (I) LA CONSTRUCCION Y REHABILITACION DE LAS RUTAS PRECARGAS ALIMENTADORAS Y (II) LA REHABILITACION DE LAS RUTAS PRECARGAS COMPLEMENTARIAS DEL SISTEMA INTEGRADO DE TRANSPORTE MASIVO DE CARTAGENA DE INDIAS DISTRITO TURISTICO Y CULTURAL.,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-5472,CONSORCIO RUTAS COMPLEMENTARIAS,2018-12-12T00:00:00.000,2020-11-12T00:00:00.000,0,Inversión
SECOP I,CVC - CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA,Valle del Cauca,Cali,30653231971,34641369049,286,19.0,13.01049455983318,1505.2631578947369,Liquidado,REALIZAR LA CONSTRUCCIoN DE LAS OBRAS DE REFORZAMIENTO Y RECONSTRUCCION DE LOS DIQUES MARGEN IZQUIERDA RiO CAUCA SECTOR LAS PALMAS TRAMO IV-4; NAVARRO TRAMO V-4 Y OBRAS COMPLEMENTARIAS; PARA DISMINUCIoN DEL RIESGO CONTRA INUNDACIONES POR DESBORDAMIENTO; POR LICUACIoN Y CORRIMIENTO LATERAL.,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-3930,CONSORCIO LAS PALMAS - NAVARRO 2.018,2018-11-02T00:00:00.000,2021-03-02T00:00:00.000,0,Inversión
SECOP I,VALLE DEL CAUCA - FONDO MIXTO PARA LA PROMOCIÓN DEL DEPORTE; EL DESARROLLO INTEGRAL Y LA GESTIÓN SOCIAL - CALI,Valle del Cauca,Cali,29955983268,29955983268,0,9.0,0.0,0.0,Liquidado,REALIZAR LAS OBRAS PARA EL MEJORAMIENTO MEDIANTE PAVIMENTO RiGIDO EN LA ViA DEL SECTOR DE JIGUALITO EN EL MUNICIPIO DE CONDOTO CHOCo,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-12598755,CONSORCIO VIAS DEL SAN JUAN,2021-12-13T00:00:00.000,2022-09-13T00:00:00.000,1,Inversión
SECOP I,ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,Antioquia,Rionegro,29644842809,45491789602,406,13.0,53.45599872160213,3123.076923076923,Liquidado,CONSTRUCCION AMPLIACION Y PAVIMENTACION  DE VIAS PUENTES; GLORIETAS Y OBRAS COMPLEMENTARIAS  DEL SECTOR BELEN GALICIA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6581,EXPLANAN S.A,2019-04-30T00:00:00.000,2022-02-28T00:00:00.000,0,Inversión
SECOP I,ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,Antioquia,Rionegro,29400000001,42898558768,141,13.0,45.91346519231587,1084.6153846153848,Liquidado,CONSTRUCCIoN Y/O AMPLIACIoN Y/O REHABILITACIoN DE ViAS Y OBRAS COMPLEMENTARIAS PARA EL TRAMO ViA EL TANQUE -LA POCETA ( ETAPA DOS; TRAMO 11 CALZADA SUR) UBICADA  EN EL REA URBANA DEL MUNICIPIO DE RIONEGRO ANTIOQUIA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6380,CONSORCIO SAN NICOLAS  LP 015,2019-02-11T00:00:00.000,2021-07-11T00:00:00.000,0,Inversión
SECOP I,ARAUCA - ALCALDÍA MUNICIPIO DE ARAUQUITA,Arauca,Arauquita,29216659280,29216659280,0,12.0,0.0,0.0,Liquidado,MEJORAMIENTO  EN PAVIMENTO FLEXIBLE DE LA VIA QUE COMUNICA LAS VEREDAS EL TRIUNFO Y LA PAZ; EN EL MUNICIPIO DE ARAUQUITA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-12-12502213,EMPRESA VIAL DEL MUNICIPIO DE ARAUQUITA EVIMAR EICE,2021-12-06T00:00:00.000,2023-03-06T00:00:00.000,0,Inversión
SECOP I,ATLÁNTICO - GOBERNACIÓN,Atlántico,Barranquilla,28827446286,33902589356,52,8.0,17.605246818080918,650.0,Liquidado,CONSTRUCCIoN DE OBRAS PARA LA GESTIoN DEL RIESGO MEDIANTE EL CONTROL DE INUNDACIoN EN ARROYOS DE MUNICIPIOS DEL DEPARTAMENTO DEL ATLaNTICO,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-192082,CONSORCIO ARROYOS ATLANTICO,2018-12-10T00:00:00.000,2020-05-10T00:00:00.000,0,Inversión
SECOP I,CARDIQUE - CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE,Bolívar,Cartagena,28393419604,34851563659,85,7.0,22.745214014623976,1214.2857142857142,Liquidado,CONTRATAR LAS OBRAS A EJECUTAR EN LA JURISDICCIoN DE LA CORPORACIoN AUToNOMA REGIONAL DEL CANAL DEL DIQUE PREVISTAS COMO ACCIONES OPERATIVAS DEFINIDAS POR EL PLAN DE ACCIoN INSTITUCIONAL DENTRO DEL PROGRAMA PAI 01 ADMINISTRACIoN DEL RECURSO HIDRICO EN SU PROYECTO PAI 01-01 AGUAS SUPERFICIALES CONTINENTALES,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-8302,CONSORCIO CANALES CARTAGENA,2019-05-14T00:00:00.000,2020-10-14T00:00:00.000,0,Inversión
SECOP I,CASANARE - EMPRESA DEPARTAMENTAL DE SERVICIOS PÚBLICOS DE CASANARE - ACUATODOS S.A. E.S.P.,Casanare,Yopal,28309308021,28309308021,45,8.0,0.0,562.5,Liquidado,CONSTRUCCION REDES DE ACUEDUCTO ALCANTARILLADO SANITARIO Y   PLUVIAL Y OBRAS COMPLEMENTARIAS EN COMUNA VI BARRIOS VILLA FLOR 2 ARRAYANES VILLA LAURA PALMA REAL ALAMEDA DEL USIVAR PRADOS DEL LLANO SANTA. LAURA DEL MUNICIPIO DE YOPAL DEPARTAMENTO DE CASANARE.,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11279339,MOPEN S.A.S,2020-12-04T00:00:00.000,2021-09-04T00:00:00.000,0,Inversión
SECOP I,ANTIOQUIA - ÁREA METROPOLITANA DEL VALLE DE ABURRÁ - MEDELLÍN,Antioquia,Medellín,28109635150,34720827065,115,11.0,23.519308876550824,1045.4545454545455,Liquidado,CONSTRUCCIoN DEL INTERCAMBIO VIAL DE LA CARRERA 50A CON CALLES 36 Y 37B; SECTOR INDUAMeRICA MUNICIPIO DE ITAGÜi; DEPARTAMENTO DE ANTIOQUIA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-8465,CONSORCIO VIAL INDUAMERICA,2019-09-05T00:00:00.000,2021-05-05T00:00:00.000,0,Inversión
SECOP I,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SABANETA,Antioquia,Sabaneta,26787663741,36406149582,278,310.0,35.90640055063248,89.6774193548387,Liquidado,CONSTRUCCIoN PRIMERA ETAPA DEL CENTRO ADMINISTRATIVO MUNICIPAL CAM Y OBRAS COMPLEMENTARIAS EN EL MUNICIPIO DE SABANETA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7466,CONSTRUCCIONES CIVILES Y PAVIMENTOS S.A.S,2019-02-25T00:00:00.000,2021-08-01T00:00:00.000,0,Inversión
SECOP I,CASANARE - GOBERNACIÓN,Casanare,Yopal,26564605898,26564605898,0,8.0,0.0,0.0,Liquidado,CONSTRUCCIoN PAVIMENTO DE ViAS EN LA COMUNA 6 BARRIOS SUR OCCIDENTALES; ETAPA 1; EN EL MUNICIPIO DE YOPAL DEPARTAMENTO DE CASANARE,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7599,CONSORCIO RUMA YOPAL,2019-03-14T00:00:00.000,2019-11-14T00:00:00.000,0,Inversión
SECOP I,BOYACÁ - GOBERNACIÓN,Boyacá,Tunja,25692257553,25692257553,128,9.0,0.0,1422.2222222222222,Liquidado,EJECUCIoN DE LAS OBRAS DE LOS PROYECTOS: MEJORAMIENTO; MANTENIMIENTO Y REHABILITACIoN DEL CORREDOR VIAL TUNEL  LLANO DE ALARCON MUNICIPIO DE CUITIVA; CONSTRUCCIoN OBRAS DE MITIGACIoN; REHABILITACIoN Y ATENCIoN DE SITIOS CRiTICOS EN LOS CORREDORES VIALES PUENTE LATAS  EL ESPINO; SOGAMOSO  TASCO Y ANILLO VIAL DEL LAGO DE TOTA Y CONSTRUCCIoN INTERCAMBIADOR VIAL SOGAMOSO NOBSA EN EL DEPARTAMENTO DE BOYACa,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-4726,CONSORCIO FURA,2018-11-09T00:00:00.000,2020-11-09T00:00:00.000,0,Inversión
SECOP I,TOLIMA - GOBERNACIÓN,Tolima,Ibagué,25111685227,37188498704,460,12.0,48.092405459172646,3833.3333333333335,Liquidado,PAVIMENTACIoN DE LA PRIMERA ETAPA DE LA ViA SECUNDARIA IBAGUE ROVIRA DEPARTAMENTO DEL TOLIMA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6646,UNION TEMPORAL ROVIRA 2018,2019-03-26T00:00:00.000,2021-06-26T00:00:00.000,0,Inversión
SECOP I,CVS - CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES DEL SINÚ Y DEL SAN JORGE,Córdoba,Montería,24918094564,24918094564,0,5.0,0.0,0.0,Liquidado,MEJORAMIENTO Y CONSTRUCCION DE OBRAS; PARA LA MITIGACION DE INUNDACIONES EN LA CUENCA DEL RIO SINu DEL DEPARTAMENTO DE CoRDOBA.,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-191653,CONSORCIO RIO SINU,2018-09-14T00:00:00.000,2019-09-14T00:00:00.000,0,Inversión
SECOP I,CESAR - GOBERNACIÓN,Cesar,Valledupar,24643496993,24643496993,0,12.0,0.0,0.0,Liquidado,REHABILITACION Y PAVIMENTACION DE VIAS SECUNDARIAS Y TERCIARIAS EN EL DEPARTAMENTO DEL CESAR (TRAMO RAICES-ALTO DE LA VUELTA BADILLO),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7169,CONOSRCIO RAICES BADILLO 2019,2019-02-26T00:00:00.000,2020-02-26T00:00:00.000,0,Inversión
SECOP I,PUTUMAYO - ALCALDÍA MUNICIPIO DE ORITO,Putumayo,Orito,24633381043,24633381043,0,4.0,0.0,0.0,Liquidado,CONSTRUCCION Y MEJORAMIENTO DE LA INFRAESTRUCTURA FISICA DE CASETAS CULTURALES EN EL MUNICIPIO DE ORITO; DEPARTAMENTO DEL PUTUMAYO.,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-11-13028845,GESTION DE PROYECYOS Y OBRAS CIVILES S.A.S,2022-05-31T00:00:00.000,2022-09-30T00:00:00.000,0,Inversión
SECOP I,ANTIOQUIA - ALCALDÍA MUNICIPIO DE RIONEGRO,Antioquia,Rionegro,23879922977,36560862978,133,13.0,53.10293510248619,1023.076923076923,Liquidado,CONSTRUCCION DE VIAS; PUENTES ; GLORIETAS   Y OBRAS COMPLEMENTARIAS  EN EL TRAMO JUMBO ( TRAMO 16) TRANSVERSAL N° 02,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6250,MINCIVIL SA,2019-09-27T00:00:00.000,2022-01-27T00:00:00.000,0,Inversión
SECOP I,SANTANDER - GOBERNACIÓN,Santander,Bucaramanga,23705500429,23705500429,0,18.0,0.0,0.0,Liquidado,REPOSICIoN DE LA INFRAESTRUCTURA DE LA E.S.E. HOSPITAL REGIONAL DE SAN GIL; DEPARTAMENTO DE SANTANDER,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-3644,UNION TEMPORAL AS,2019-02-01T00:00:00.000,2020-08-01T00:00:00.000,0,Inversión
SECOP I,TOLIMA - GOBERNACIÓN,Tolima,Ibagué,23505672617,35251519624,90,12.0,49.97026546904706,750.0,Liquidado,MEJORAMIENTO DE LA SEGUNDA ETAPA DE LA ViA IBAGUe - ROVIRA EN EL DEPARTAMENTO DEL TOLIMA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-13305,CONSORCIO CONSTRUCCIONES 2019,2019-11-22T00:00:00.000,2021-09-22T00:00:00.000,0,Inversión
SECOP I,VALLE DEL CAUCA - FONDO MIXTO PARA LA PROMOCIÓN DEL DEPORTE; EL DESARROLLO INTEGRAL Y LA GESTIÓN SOCIAL - CALI,Valle del Cauca,Cali,23005379765,23005379765,0,14.0,0.0,0.0,Liquidado,REALIZAR LAS OBRAS PARA EL MEJORAMIENTO TRAMO ViA LA YE DE CANADa  MANANTIAL SECTOR RURAL DEL MUNICIPIO DE BECERRIL; DEPARTAMENTO DE CESAR,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-12646232,CONSORCIO VIAL BECERRIL 2022,2022-03-14T00:00:00.000,2023-05-14T00:00:00.000,1,Inversión
