entidad,url,departamento,municipio,valor_inicial,valor_final,sobrecosto_pct,objeto,contratista,estado
HUILA - ALCALDÍA MUNICIPIO DE ACEVEDO,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-22769,Huila,Acevedo,3092198114,4171026659,34.888726570124284,MEJORAMIENTO; MANTENIMIENTO Y REHABILITACIoN DE LA ViA PITALITO  ACEVEDO - CRUCE LIBANO; RUTA 45HL07; DEPARTAMENTO DE HUILA  SEGUNDA FASE,CONSORCIO ORC VIAL 2021,Liquidado
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4136,Bogotá D.C.,Bogotá D.C.,3061094249,4103948457,34.068020229716225,PRESTAR EL SERVICIO DE CENTROS DE DESARROLLO INFANTIL -CDI- Y  DESARROLLO INFANTIL EN MEDIO FAMILIAR -DIMF- DE CONFORMIDAD CON EL MANUAL OPERATIVO DE LA MODALIDAD INSTITUCIONAL Y  FAMILIAR Y LAS DIRECTRICES ESTABLECIDAS POR EL ICBF; EN ARMONIA CON LA POLiTICA DE ESTADO PARA EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA DE CERO A SIEMPRE,CORPORACION RAZON SOCIAL,Liquidado
VALLE DEL CAUCA - FUNDACIÓN UNIVERSIDAD DEL VALLE,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8508383,Valle del Cauca,Cali,3049493524,4189236090,37.37481509732827,LA FUNDACIoN UNIVERSIDAD DEL VALLE ESTa INTERESADO EN RECIBIR SUS OFERTAS PARA LA CONTRATACIoN LA CONSTRUCCIoN DEL PARQUE DE LA PAZ; MUNICIPIO DE RESTREPO; DEPARTAMENTO DEL VALLE DEL CAUCA,CONSORCIO ESPACIO URBANO 2018,Liquidado
ANTIOQUIA - ALCALDÍA MUNICIPIO DE GIRARDOTA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-19756,Antioquia,Girardota,3046816344,3829560895,25.69057214562454,MEJORAMIENTO DE ViAS URBANAS EN EL MUNICIPIO DE GIRARDOTA - ANTIOQUIA,BYC CONSTRUCTORES SAS,Liquidado
ANTIOQUIA - ALCALDÍA MUNICIPIO DE LA CEJA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21621,Antioquia,La Ceja,3033168760,4041254892,33.235411932701034,REALIZAR LOS ESTUDIOS Y DISEÑOS Y LAS OBRAS DE CONSTRUCCIoN DEL PROYECTO SACUDETE AL PARQUE UBICADO EN LA CEJA DEL TAMBO DEPARTAMENTO DE ANTIOQUIA.,AGORASPORT S.A SUCURSAL COLOMBIA,Liquidado
BOYACÁ - ALCALDÍA MUNICIPIO DE TUNJA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-199373,Boyacá,Tunja,3026584034,4539832209,49.9985514362229,REFORZAMIENTO; REHABILITACIoN Y RECONSTRUCCIoN DEL PUENTE DE ACCESO BARRIO LAS QUINTAS CALLE 45 CON AVENIDA NORTE SOBRE EL RIO LA VEGA ACCESO VEHICULAR INCLUYE ACCESOS AVENIDA NORTE Y BARRIO LAS QUINTAS EN EL MUNICIPIO DE TUNJA - BOYACa.,CONSORCIO PUENTE BICENTENARIO TUNJA 2019,Liquidado
PUTUMAYO - ALCALDÍA MUNICIPIO DE VALLE GUAMUEZ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-22891,Putumayo,Valle del Guamuez/La Hormiga,3017822711,3169594792,5.029191424890168,PAVIMENTACIoN CONCRETO RiGIDO CRA 13 ENTRE CLLS 5 Y 10; CLLS 8 Y 9 ENTRE CRAS 11 Y 13; Y CLL 5 ENTRE CRA 4 Y AV. SAN FRANCISCO DIAG. 2A; CABECERA MUNICIPAL LA HORMIGA; MUNICIPIO VALLE DEL GUAMUEZ; PUTUMAYO.,UNION TEMPORAL ISI CONSTRUCCIONES,Liquidado
HUILA - ALCALDÍA MUNICIPIO DE LA ARGENTINA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7020,Huila,La Argentina,3015485638,3841313379,27.386226967664307,CONTRATAR A TODO COSTO LA CONSTRUCCION DE CAMPO DE FUTBOL CON CESPED SINTECTICO EN EL MUNICIPIO DE LA ARGENTINA DEPARTAMENTO DEL HUILA,CONSORCIO LA BOMBONERA,Liquidado
ANTIOQUIA - DISTRITO ESPECIAL DE CIENCIA; TECNOLOGICA E INNOVACION DE MEDELLIN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9504234,Antioquia,Medellín,3009299604,4604228467,53.000002421826,CONTRATO INTERADMINISTRATIVO DE MANDATO SIN REPRESENTACIoN PARA EL MANTENIMIENTO Y ADECUACIoN DE LAS SEDES A CARGO O AL SERVICIO DE LA SECRETARiA DE SEGURIDAD Y CONVIVENCIA.,EMPRESA DE DESARROLLO URBANO - EDU,Liquidado
ANTIOQUIA - GOBERNACIÓN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-187486,Antioquia,Medellín,3006063867,3150000000,4.788192778606723,MEJORAMIENTO DE ViAS TERCIARIAS EN VARIAS SUBREGIoNES DE ANTIOQUIA CON RECURSOS PROVENIENTES DE LA ENAJENACIoN DE ISAGEN PARA LA ViA URRAO- LA ENCARNACIoN DEL MUNICIPIO DE URRAO EN LA SUBREGIoN SUROESTE DE ANTIOQUIA,S&S INGENIERIA CIVIL SAS,Liquidado
VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE PALMIRA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-8240,Valle del Cauca,Palmira,3005547912,3030532066,0.8312678663430337,MANTENIMIENTO O ADECUACIoN DE EQUIPAMIENTOS COLECTIVOS DEL MUNICIPIO DE PALMIRA VALLE,SANDRA OSPINA ARAGON,Liquidado
ANTIOQUIA - GOBERNACIÓN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-187503,Antioquia,Medellín,3004129376,3150000000,4.855670503586194,MEJORAMIENTO DE VIAS TERCIARIAS EN VARIAS SUBREGIONES DE ANTIOQUIA CON RECURSOS PROVENIENTES DE LA ENAJENACION DE ISAGEN PARA LA VIA ANZA-GÜINTAR DEL MUNICIPIO DE ANZA EN LA SUBREGION OCCIDENTE DE ANTIOQUIA.,CONSORCIO GMC-GL,Liquidado
ANTIOQUIA - ALCALDÍA MUNICIPIO DE ENVIGADO,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-191592,Antioquia,Envigado,3004114759,3997096985,33.054071021259546,CONSTRUCCIoN DE REDES DE ACUEDUCTO Y ALCANTARILLADO EN DIFERENTES SITIOS URBANOS Y RURALES DEL MUNICIPIO DE ENVIGADO,CONSTRUCTORA  SUMAS Y RESTAS S.A.S,Liquidado
VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE YUMBO,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10947479,Valle del Cauca,Yumbo,3000000000,3288676945,9.622564833333334,ADELANTAR ACTIVIDADES PROGRAMADAS EN EL PSMV DE LA ZONA URBANA DEL MUNICIPIO DE YUMBO RELACIONADAS CON LA ELIMINACION DE PUNTOS DE VERTIMIENTO COLECTIVO AL RIO YUMBO Y REPOSICION DE ALCANTARILLADOS POR PARTE DE LA EMPRESA OFICIAL DE SERVICIOS PUBLICOS DE YUMBO E.S.P.Y S.A. E.S.P,EMPRESA OFICIAL DE SERVIICIOS PUBLICOS ESPY,Liquidado
CUNDINAMARCA - INSTITUTO DE INFRAESTRUCTURA Y CONCESIONES DE CUNDINAMARCA - ICCU,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8812566,Bogotá D.C.,Bogotá D.C.,3000000000,4500000000,50.0,CONSTRUCCION DE BLOQUES B;C Y RESTAURANTE DE PREESCOLAR DE LA NUEVA PLANTA FISICA PARA LA IED PABLO VI DEL MUNICIPIO DE SOPO CUNDINAMARCA.,MUNICIPIO DE SOPO,Liquidado
VALLE DEL CAUCA - E.S.E. HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCÍA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-13125195,Valle del Cauca,Cali,2999999935,3939546440,31.318217511894712,ADECUACION DE CERRAMIENTO DEL AREA PERIMETRAL DEL HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA E.S.E,OSCAR GUSTAVO GOMEZ FLOREZ,Liquidado
ANTIOQUIA - ALCALDÍA MUNICIPIO DE ANORI,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-11782,Antioquia,Anorí,2998625301,3248625301,8.337153692281209,CONSTRUCCIoN DE BLOQUE DE AULAS Y OBRAS COMPLEMENTARIAS EN LA INSTITUCIoN EDUCATIVA ANORi; SEDE PRINCIPAL; DEL  MUNICIPIO DE ANORI; ANTIOQUIA,MEMCO CONSTRUCTORES Y CONSULTORIAS S.A.S,Liquidado
BOYACÁ - GOBERNACIÓN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-10323,Boyacá,Tunja,2991575529,3151724066,5.353317522741376,REHABILITACION DE VIAS URBANAS MUNICIPIO DE SOCHA DEPARTAMENTO DE BOYACa.,CONSORCIO GAMMA,Liquidado
ANTIOQUIA - EMPRESA DE DESARROLLO URBANO EDU - MEDELLIN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8794141,Antioquia,Medellín,2983880297,3501651078,17.352263813014478,CONSTRUCCIoN DE CORREDOR MATURiN Y ZONAS DE INFLUENCIA EN EL CENTRO DEL MUNICIPIO DE MEDELLiN,CONSORCIO URBANO MS,Liquidado
VALLE DEL CAUCA - VALLECAUCANA DE AGUAS S.A E.S.P,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8799287,Valle del Cauca,Cali,2983043388,3429426625,14.96402093230298,EJECUTAR EL PLAN DE OBRAS PuBLICAS; BAJO LA MODALIDAD DE PRECIOS UNITARIOS FIJOS; PARA LA CONSTRUCCION DEL ACUEDUCTO INTERVEREDAL Y LA PTAP; DE LAS VEREDAS LAS BRISAS; EL HOYO; EL RAIZAL;LA AURORA Y LA PAZ; EN EL MUNICIPIO ARGELIA;DEPARTAMENTO DEL VALLE DEL CAUCA; ATENDIENDO LAS SOLICITUDES DEL MUNICIPIO Y LA COMUNIDAD,CONSORCIO ARGELIA 2019,Liquidado
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4201,Bogotá D.C.,Bogotá D.C.,2980131538,3984179983,33.691413690881184,PRESTAR EL SERVICIO DE CENTROS DE DESARROLLO INFANTIL -CDI- Y  DESARROLLO INFANTIL EN MEDIO FAMILIAR -DIMF- DE CONFORMIDAD CON EL MANUAL OPERATIVO DE LA MODALIDAD INSTITUCIONAL Y  FAMILIAR Y LAS DIRECTRICES ESTABLECIDAS POR EL ICBF; EN ARMONIA CON LA POLiTICA DE ESTADO PARA EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA DE CERO A SIEMPRE.,ASOCIACION DE PADRE DE HOGARES DE BIENESTAR LOS TRAVIESOS,Liquidado
SERVICIO NACIONAL DE APRENDIZAJE (SENA),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-191439,Bogotá D.C.,Bogotá D.C.,2975973900,3263766510,9.67053541699408,ESTUDIOS TeCNICOS; DISEÑO Y CONSTRUCCIoN DE LA SEDE CENTRO DE BIOTECNOLOGiA INDUSTRIAL; EN LA CIUDAD DE PALMIRA  DEPARTAMENTO DE VALLE DEL CAUCA,CONSORCIO RIOS 2018,Liquidado
META - ALCALDÍA MUNICIPIO DE PUERTO GAITÁN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-1109,Meta,Puerto Gaitán,2938669454,3337864971,13.584226577665309,CONSTRUCCIoN Y AMPLIACIoN DEL SISTEMA DE POTABILIZACIoN DEL AREA URBANA DEL MUNICIPIO DE PUERTO GAITaN - META,UNION TEMPORAL PTAP PUERTO GAITAN 2018,Liquidado
PUTUMAYO - ALCALDÍA MUNICIPIO DE VILLAGARZÓN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-207129,Putumayo,Villa Garzón/Villa Amazonica,2926034754,3544623681,21.1408605504212,CONSTRUCCIoN INFRAESTRUCTURA EDUCATIVA; BLOQUE ESCOLAR EN LA I.E. GUILLERMO VALENCIA SEDE CENTRAL; MUNICIPIO DE VILLAGARZON; DEPARTAMENTO DEL PUTUMAYO.,JAIRO ALBERTO BRAVO ROJAS,Liquidado
ANTIOQUIA - ALCALDÍA MUNICIPIO DE SONSÓN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9857084,Antioquia,Sonsón,2919183807,3449174256,18.155432615415297,CONSTRUCCIoN Y DOTACIoN PLAZA DE FERIA DE GANADO ETAPA 1 DEL MUNICIPIO DE SONSoN; ANTIOQUIA.,FIRMA INGENIERIA Y ARQUITECTURA  S A S,Liquidado
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE ANAPOIMA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-35000,Cundinamarca,Anapoima,2912681651,3931780011,34.98831942893988,CONSTRUCCIoN DEL PUEBLITO CUNDINAMARQUES EN EL MUNICIPIO DE ANAPOIMA; CUNDINAMARCA SEGuN CONVENIO 619 DE 2022,CONSORCIO PUEBLITO 2023,Liquidado
ANTIOQUIA - ALCALDÍA MUNICIPIO DE YONDÓ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6139,Antioquia,Yondó,2911411778,3191411778,9.617327308895703,CONTRATO DE OBRA PUBLICA PARA LA ADECUACIoN Y EL MEJORAMIENTO DEL PARQUE CENTRAL DEL MUNICIPIO DE YONDo (ANTIOQUIA),UNION TEMPORAL  UT PARQUES 2019,Liquidado
ANTIOQUIA - AGUAS REGIONALES EPM S.A. E.S.P. - APARTADÓ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11960118,Antioquia,Apartadó,2911226293,3135139384,7.691366745979028,CONSTRUCCIoN DE TANQUE DE ALMACENAMIENTO Y OBRAS ACCESORIAS EN EL MUNICIPIO DE SAN JERONIMO,CONSORCIO TANQUE SAN JERONIMO 2021,Liquidado
TOLIMA - GOBERNACIÓN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-191552,Tolima,Ibagué,2904737555,4245385657,46.15384614325338,INSTALACIoN Y PUESTA EN MARCHA DE AULAS INTERACTIVAS; MODULARES; CON SISTEMA DE PANELES SOLARES CON EL FIN DE GENERAR ESPACIOS EDUCATIVOS INNOVADORES PARA EL USO Y APROPIACIoN DE LAS TECNOLOGiAS EN COMUNIDADES RURALES DEL DEPARTAMENTO,SUNCOLOMBIA SAS,Liquidado
BOLÍVAR - ALCALDÍA MUNICIPIO DE SAN JUAN NEPOMUCENO,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-3555,Bolívar,San Juan Nepomuceno,2897496038,3479335152,20.08075615529108,MEJORAMIENTO EN PAVIMENTO RIGIDO DE LAS VIAS URBANAS PRINCIPALES DEL MUNICIPIO DE SAN JUAN NEPOMUCENO,CONSORCIO CONSTRUVIAL 2018,Liquidado
VALLE DEL CAUCA - VALLECAUCANA DE AGUAS S.A E.S.P,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-8026,Valle del Cauca,Cali,2887701887,3436181758,18.99364589776992,EJECUTAR EL PLAN DE OBRAS PuBLICAS; BAJO LA MODALIDAD DE PRECIOS UNITARIOS FIJOS; PARA: CONSTRUCCIoN PARA LA OPTIMIZACIoN DEL SISTEMA DE ACUEDUCTO; (INCLUYE PTAP); DEL CORREGIMIENTO DE PRIMAVERA DEL MUNICIPIO DE BOLiVAR; SISTEMA DE ACUEDUCTO (INCLUYE PTAP) PARA EL CORREGIMIENTO DE NARIÑO; MUNICIPIO DE TULUa Y CONSTRUCCIoN DEL SISTEMA DE TRATAMIENTO DE AGUA POTABLE DEL CORREGIMIENTO ZANJoN HONDO EN EL MUNICIPIO DE GUADALAJARA DE BUGA; DEPARTAMENTO VALLE DEL CAUCA,CONSORCIO AGUA PURA 2019,Liquidado
SANTANDER - E.S.P. AGUAS DE BARRANCABERMEJA S.A. - BARRANCABERMEJA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-12574138,Santander,Barrancabermeja,2887144983,4128304459,42.98916345760804,MANTENIMIENTO Y OPERACIoN DE LAS MINIPTAR´S URBANAS Y DE LAS MINIPTAR´S Y PTAP RURALES DEL MUNICIPIO DE BARRANCABERMEJA,UT MINIPTAR,Liquidado
SANTANDER - ALCALDÍA MUNICIPIO DE SAN VICENTE CHUCURÍ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-23420,Santander,San Vicente de Chucurí,2884874819,3686418893,27.784362382761675,MEJORAMIENTO DE LA VIA LA MEDIAGUA BATALLON DE INFANTERIA NO.40 CORONEL LUCIANO D´ELHUYAR; EN EL MUNICIPIO DE SAN VICENTE DE CHUCURI; SANTANDER;,CONSORCIO PAVI BATALLON 21,Liquidado
ANTIOQUIA - EMPRESA PARA LA COMPETITIVIDAD TERRITORIAL DEL MUNICIPIO DE GIRARDOTA - GIRACOM,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-12-12364970,Antioquia,Girardota,2877194713,3165920900,10.034989488040257,APERTURAR Y PAVIMENTAR VIA; CONSTRUIR PUENTE Y OBRAS COMPLEMENTARIAS PAR LA CONEXIoN DE LA CALLE 12A DESDE LA INTERSECCION CON LA CARRERA 14 Y LA CALLE 10 BEN SU CRUCE CON LA CARRERA 11; EN EL MUNICIPIO DE GIRARDOTA ANTIOQUIA; EN EL MARCO DEL CONTRATO INTERADMINISTRATIVO DE ADMINISTRACION DELEGADA NRO 038 DE 2021,OBRAS Y PROYECTOS MJ S.A.S,Liquidado
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-10072,Bogotá D.C.,Bogotá D.C.,2872806760,3171242964,10.388314597254707,FORTALECER LAS CAPACIDADES DE NIÑOS; NIÑAS Y ADOLESCENTES CON DISCAPACIDAD Y SUS FAMILIAS PARA SU INCLUSIoN SOCIAL Y PARTICIPACIoN EFECTIVA EN LOS ENTORNOS FAMILIARES; EDUCATIVOS; COMUNITARIO Y DEMaS ENTORNOS EN EL TRANSCURREN SUS VIDAS; A TRAVeS DE LA MODALIDAD DE ATENCIoN EN MEDIA JORNADA CON DISCAPACIDAD,FUNDACION ALUNA,Liquidado
ANTIOQUIA - ALCALDÍA MUNICIPIO DE APARTADÓ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-190958,Antioquia,Apartadó,2859939147,2977323738,4.104443660038477,CONSTRUCCIoN DE CENTRO DE INTEGRACION PARA LA RECONCILIACION Y LA PAZ  EN EL MUNICIPIO DE APARTADo - DEPARTAMENTO DE ANTIOQUIA,CREAR INGENIERIA CIVIL SAS,Liquidado
ANTIOQUIA - EMPRESA DE DESARROLLO URBANO EDU - MEDELLIN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9441928,Antioquia,Medellín,2852000000,5042883630,76.81920161290321,CONSTRUCCIoN DE OBRAS DE MEJORAMIENTO VIAL COMUNA CATORCE Y CONEXIONES EN EL MUNICIPIO DE MEDELLiN,CONSORCIO ROIS MEJORAMIENTO VIAL COMUNA 14,Liquidado
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4149,Bogotá D.C.,Bogotá D.C.,2840815344,3791442045,33.463164123208145,PRESTAR EL SERVICIO DE CENTROS DE DESARROLLO INFANTIL -CDI- Y  DESARROLLO INFANTIL EN MEDIO FAMILIAR -DIMF- DE CONFORMIDAD CON EL MANUAL OPERATIVO DE LA MODALIDAD INSTITUCIONAL Y  FAMILIAR Y LAS DIRECTRICES ESTABLECIDAS POR EL ICBF; EN ARMONIA CON LA POLiTICA DE ESTADO PARA EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA DE CERO A SIEMPRE.,CORPORACION PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,Liquidado
SANTANDER - ALCALDÍA MUNICIPIO DE LOS SANTOS,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-197019,Santander,Los Santos,2839684078,4205900867,48.11157690337974,RECUPERACION DEL CAMINO REAL ENTRE EL MUNICIPIO DE LOS SANTOS Y EL MUNICIPIO DE JORDAN; SANTANDER,CONSORCIO CAMINO REAL,Liquidado
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4138,Bogotá D.C.,Bogotá D.C.,2839577958,3884079099,36.78367547745277,PRESTAR EL SERVICIO DE CENTROS DE DESARROLLO INFANTIL -CDI- Y  DESARROLLO INFANTIL EN MEDIO FAMILIAR -DIMF- DE CONFORMIDAD CON EL MANUAL OPERATIVO DE LA MODALIDAD INSTITUCIONAL Y  FAMILIAR Y LAS DIRECTRICES ESTABLECIDAS POR EL ICBF; EN ARMONIA CON LA POLiTICA DE ESTADO PARA EL DESARROLLO INTEGRAL DE LA PRIMERA INFANCIA DE CERO A SIEMPRE.,CORPORACION SOCIOCULTURAL AFRODECENDIENTE ATAOLE,Liquidado
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-3972,Bogotá D.C.,Bogotá D.C.,2838670453,3694345155,30.143502606852262,PRESTAR LOS SERVICIOS: HOGARES COMUNITARIOS DE BIENESTAR FAMILIAR; Y FAMI  EN CONFORMIDAD CON LAS DIRECTRICES; LINEAMIENTOS Y PARaMETROS ESTABLECIDOS POR EL ICBF; EN ARMONIA CON LA POLITICA DE ESTADO PARA EL DESARROLLO INTEGRAL A LA PRIMERA INFANCIA DE CERO A SIEMPRE.,FUNDACION SALUD Y NUTRICION -FUNDASALUD,Liquidado
INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-6448,Bogotá D.C.,Bogotá D.C.,2834258348,3824348118,34.93294006520819,PRESTAR LOS SERVICIOS: HOGARES COMUNITARIOS DE BIENESTAR FAMILIAR; Y FAMI  EN CONFORMIDAD CON LAS DIRECTRICES; LINEAMIENTOS Y PARaMETROS ESTABLECIDOS POR EL ICBF; EN ARMONIA CON LA POLITICA DE ESTADO PARA EL DESARROLLO INTEGRAL A LA PRIMERA INFANCIA DE CERO A SIEMPRE.,ASOCIACION DE MUJERES CABEZA DE FAMILIA DESPLAZADAS POR LA VIOLENCIA EN LA COSTA ATLANTICA Y COLOMBI,Liquidado
CORPORINOQUÍA - CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUÍA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-187513,Casanare,Yopal,2832254574,4231943336,49.41959578242348,CONSTRUCCIoN DE OBRAS DE PROTECCION CONTRA  INUNDACIONES Y CONTROL DE EROSIoN DEL PUNTO CRiTICO EN EL SECTOR EL PUERTO SOBRE LA MARGEN DERECHA DEL RiO CRAVO SUR; AGUAS ABAJO ENTRE LA VEREDA TACARIMENA BAJA HASTA LA VEREDA SAN PASCUAL; MUNICIPIO DE YOPAL - CASANARE,UNION TEMPORAL CRAVO SUR 2018,Liquidado
ANTIOQUIA - AGUAS REGIONALES EPM S.A. E.S.P. - APARTADÓ,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10923127,Antioquia,Apartadó,2832134363,4256834055,50.30480582463805,CONSTRUCCIoN Y OPTIMIZACIoN DE REDES Y ACOMETIDAS DE ACUEDUCTO Y ALCANTARILLADO REQUERIDAS POR EL CLIENTE O LA EMPRESA; EN LOS SISTEMAS OPERADOS POR AGUAS REGIONALES EPM S.A. E.S.P.,RODRIGO LENIS SUCERQUIA,Liquidado
BOYACÁ - ALCALDÍA MUNICIPIO DE MOTAVITA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-25175,Boyacá,Motavita,2829481527,3262019995,15.286845447568812,REMODELACIoN DEL PARQUE PRINCIPAL DEL MUNICIPIO DE MOTAVITA BOYACa,CONSORCIO PARQUE LRFG,Liquidado
ANTIOQUIA - INSTITUTO TECNOLÓGICO PASCUAL BRAVO INSTITUCIÓN UNIVERSITARIA - MEDELLÍN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-19055,Antioquia,Medellín,2809651794,3566443068,26.93541155584207,CONSTRUCCIoN DE LA PRIMERA FASE DEL BLOQUE DE BIENESTAR Y aREAS COMPLEMENTARIAS DE LA INSTITUCIoN UNIVERSITARIA PASCUAL BRAVO,CONSORCIO BIENESTAR 2020,Liquidado
GUAVIARE - GOBERNACIÓN,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-29830,Guaviare,San José del Guaviare,2807715515,4209480905,49.92547793788859,MEJORAMIENTO DE LA INFRAESTRUCTURA FiSICA A TRAVeS DE LA CONSTRUCCIoN DE SISTEMA DE TRATAMIENTO DE AGUA POTABLE EN LOS INTERNADOS DE DIFERENTES I.E.DEL DPTO GUAVIARE,CONSORCIO M&M 2022,Liquidado
CUNDINAMARCA - ALCALDÍA MUNICIPIO DE FUNZA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9502,Cundinamarca,Funza,2802659738,3732659738,33.18276519231176,REHABILITACIoN Y MANTENIMIENTO DE LA ViA FUNZA-LA PUNTA; EN EL MUNICIPIO DE FUNZA DEPARTAMENTO DE CUNDINAMARCA.,CONSORCIO LA PUNTA,Liquidado
VALLE DEL CAUCA - EMPRESAS PÚBLICAS MUNICIPALES DE CARTAGO,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-12336616,Valle del Cauca,Cartago,2801935093,3791935093,35.332724247370706,REALIZAR OBRAS CIVILES REQUERIDAS PARA LA REPOSICIoN DE REDES DE ACUEDUCTO Y ALCANTARILLADO LOCALIZADAS EN EL SECTOR PERIMETRAL AL PARQUE DE BOLiVAR Y LA ADECUACIoN DE LA INFRAESTRUCTURA PARA EL MEJORAMIENTO DEL ESPACIO PuBLICO EN LA ZONA URBANA DEL MUNICIPIO DE CARTAGO VALLE,CONSORCIO REDES PARQUE BOLIVAR 2021,Liquidado
SANTANDER - ALCALDÍA MUNICIPIO DE BARRANCABERMEJA,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-199275,Santander,Barrancabermeja,2801770432,4201883777,49.97245059797961,OPERACION Y MANTENIMIENTO DE LAS MINI PTAR URBANAS Y DE LAS MINI PTAR Y PTAP RURALES DEL MUNICIPIO DE BARRANCABERMEJA,SERVICIVIL S.A.S,Liquidado
LA GUAJIRA - ALCALDÍA MUNICIPIO DE MANAURE,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-19991,La Guajira,Manaure,2800949739,3871424481,38.21827743264621,CONSTRUCCIÒN DE AULAS Y CANCHA MULTIDEPORTIVA EN EL COLEGIO NAZARETH MUNICIPIO DE MANAURE DEPARTAMENTO DE LA GUAJIRA CON CoDIGO BPIN 2019445600018.,UNION TEMPORAL NAZARET MANAURE,Liquidado
