departamento,ciudad,valor_inicial,valor_final,dias_adicionados,destino_gasto,estado_contrato,objeto,url,contratista,fecha_inicio,fecha_fin
Magdalena,Santa Marta,6265108469,0,0,Inversión,Modificado,CONSTRUCCIÓN Y DOTACION DEL CENTRO DE VIDA PARA EL ADULTO MAYOR EN EL MUNICIPIO DE CIENAGA; MAGDALENA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6941526&isFromPublicArea=True&isModal=true&asPopupView=true,MAQUINAS OBRAS Y PROYECTOS  SAS ZOMAC,2025-09-15,2026-07-28
Distrito Capital de Bogotá,Bogotá,6263750355,0,0,Inversión,En ejecución,CONSTRUCCIÓN DE MUELLES FLUVIALES EN LOS MUNICIPIOS DE BOJAYÁ; ATRATO; LLORÓ; SIPÍ Y MEDIO BAUDÓ; DEPARTAMENTO DEL CHOCÓ (MÓDULO 1).,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1576233&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO MUELLES ZP,2021-03-01,2025-04-16
Bolívar,Turbaco,6261788434,0,0,Inversión,En ejecución,CONSTRUCCIÓN DEL CENTRO DE DESARROLLO SOCIAL  PARA EL CAMBIO Y LA VIDA ACTÍVATE YA MARÍA LA BAJA; DEPARTAMENTO DE BOLÍVAR,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8934051&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO AURION,2026-03-05,2026-09-05
Distrito Capital de Bogotá,Bogotá,6259727716,0,0,Inversión,Borrador,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.387605&isFromPublicArea=True&isModal=true&asPopupView=true,European Dredging Company Sucursal Colombia,,
Distrito Capital de Bogotá,Bogotá,6259727716,0,0,Inversión,Aprobado,DRAGADO DE MANTENIMIENTO DEL CANAL DE ACCESO AL PUERTO DE TUMACO; NARIÑO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.387605&isFromPublicArea=True&isModal=true&asPopupView=true,European Dredging Company Sucursal Colombia,2018-06-25,2018-09-25
Distrito Capital de Bogotá,Bogotá,6258776727,4194694391,30,Inversión,Modificado,REALIZAR A MONTO AGOTABLE Y SIN FORMULA DE REAJUSTE LAS OBRAS Y ACTIVIDADES PARA LA CONSERVACIÓN DE LA MALLA VIAL DE LA LOCALIDAD DE SANTA FE Y SU ESPACIO PÚBLICO ASOCIADO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.838731&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VÍAS BOGOTA 2019,2019-07-29,2021-05-28
Antioquia,Bello,6257913789,0,0,Inversión,Modificado,CONSTRUCCIÓN DE VIADUCTO SOBRE LA QUEBRADA LA OSPINA EN LA CARRERA 62ª CON CALLE 75 AA SUR EN EL MUNICIPIO DE LA ESTRELLA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3181530&isFromPublicArea=True&isModal=true&asPopupView=true,MINCIVIL S.A.,2022-08-24,2023-08-16
Bolívar,Turbaco,6256954253,0,63,Inversión,Modificado,"CONSTRUCCION DE PAVIMENTO RIGIDO EN DIFERENTES CALLES 
Y CARRERAS EN EL MUNICIPIO DE CALAMAR; DEPARTAMENTO 
DE BOLIVAR",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8764966&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VIAS BOLIVAR CI,2026-02-24,2026-08-24
Santander,Bucaramanga,6255943671,2088711936,0,Inversión,En ejecución,ADECUACION DEL EQUIPAMIENTO Y ESCENARIOS DEPORTIVOS DEL MUNICIPIO DE BUCARAMANGA SANTANDER - LOTE 2,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3425460&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO DEPORTIVOS SM,2023-04-10,2025-12-22
Distrito Capital de Bogotá,Bogotá,6255781348,0,16,Inversión,Modificado,MANTENIMIENTO Y REHABILITACION DE LA CARRETERA PASTO - BUESACO - MOJARRAS; RUTA 25 TRAMO 2501 A: SECTOR HIGUERONES - MOJARRAS PR102+0000 AL PR136+0000; DEPARTAMENTO DEL CAUCA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4762892&isFromPublicArea=True&isModal=true&asPopupView=true,VERTICAL DISEÑO SAS,2023-11-10,2025-06-02
Arauca,Arauca,6254066536,3433463354,33,Inversión,Modificado,CONSTRUCCIÓN PRIMERA ETAPA DEL CENTRO DE BIENESTAR ANIMAL DEL MUNICIPIO DE ARAUCA; DEPARTAMENTO DE ARAUCA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5288410&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO PROTECCION ANIMAL 2023,2024-02-08,2025-08-20
Cesar,No Definido,6248702101,0,153,Inversión,Modificado,CONSTRUCCIÓN DE OBRAS PARA EL CONTROL DE LA EROSIÓN E INUNDACIÓN SOBRE LA CORRIENTE SUPERFICIAL ANIME; EN LOS MUNICIPIOS DE CHIRIGUANA Y CURUMANÍ; DEPARTAMENTO DEL CESAR,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8808887&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO ANIME AVR 2025,2025-11-24,2026-10-23
Magdalena,Santa Marta,6237910534,0,0,Inversión,Modificado,CONSTRUCCIÓN DEL CENTRO DE VIDA PARA EL ADULTO MAYOR EN EL MUNICIPIO DE GUAMAL; MAGDALE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3165339&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VOT - AVV,2023-01-06,2023-12-31
Caldas,La Dorada,6236939198,1903634955,63,Inversión,Modificado,CONTRATO INTERADMINISTRATIVO ENTRE EL MUNICIPIO DE LA DORADA Y LA EMPRESA DE RENOVACIÓN URBANA DE LA DORADA Y EL MAGDALENA CENTRO; PARA LA AMPLIACIÓN DE LA CENTRAL DE ABASTOS EN EL MUNICIPIO DE LA DORADA; CALDAS,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8655819&isFromPublicArea=True&isModal=true&asPopupView=true,EMPRESA DE RENOVACION URBANA DE LA DORADA Y EL MAGDALENA CENTRO,2025-11-05,2026-08-05
Distrito Capital de Bogotá,Bogotá,6234626397,0,0,Inversión,Cancelado,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1147908&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO CONSTRUCTORES C&S DEL TOLIMA,,
Cauca,Popayán,6230262465,2195425691,12,Inversión,Modificado,Realizar las obras de construcción para la ejecución de los subsidios familiares de vivienda rural SFVR que otorgue el Fondo Nacional de Vivienda - Fonvivienda en la modalidad de vivienda nueva; a los hogares focalizados por el Consejo Regional Indígena del Cauca - CRIC; ubicados en el Municipio de Paez (Bello Horizonte; La Villa; Pickwe tha fiw; Ukwe kiwe; Suin; Chinas y Lame) departamento del Cauca,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2363533&isFromPublicArea=True&isModal=true&asPopupView=true,YAMIL FABIAN HAMDANN GONZALEZ,2021-11-29,2023-03-12
Huila,No Definido,6229850880,0,0,Inversión,Borrador,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8637917&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO HUELLA 4,,2025-12-31
Antioquia,Medellín,6214901006,5902153610,31,Inversión,Modificado,Obras de mantenimiento y mejoramiento de vías en concreto; adoquines y espacio público de la ciudad.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1531177&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO AJJ VIAS CAE,2021-02-01,2021-12-01
La Guajira,Riohacha,6208350953,0,0,Inversión,Aprobado,"CONSTRUCCIÓN DE INFRAESTRUCTURA SOCIAL PRODUCTIVA - PLAZA DE
MERCADO TURÍSTICA Y CULTURAL MËNKAT LAÜLAKAT PARA EL
MEJORAMIENTO DEL HABITAD COMERCIAL Y LA REACTIVACIÓN
ECONÓMICA DEL DISTRITO DE RIOHACHA; DEPARTAMENTO DE LA
GUAJIRA",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3110244&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO CONSTRUCCIÓN SOCIAL C&P,2022-09-29,2023-09-28
Casanare,Yopal,6203462654,0,0,Inversión,Modificado,AUNAR ESFUERZOS ENTRE EL MUNICIPIO DE YOPAL Y LA EMPRESA SOCIAL DEL ESTADO ESE SALUD YOPAL PARA CONSTRUIR Y DOTAR EL CENTRO DE ATENCIÓN PRIMARIA EN SALUD DE LA COMUNA VI - ESE SALUD YOPAL,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4290885&isFromPublicArea=True&isModal=true&asPopupView=true,EMPRESA SOCIAL DEL ESTADO SALUD YOPAL,2023-04-14,2025-12-27
Distrito Capital de Bogotá,Bogotá,6200000000,0,0,Inversión,Modificado,CONSTRUCCIÓN; RECONSTRUCCIÓN Y MANTENIMIENTO DE LAS OBRAS CIVILES PARA EL SISTEMA DE SEMAFORIZACIÓN DE BOGOTÁ D.C.; INCLUYENDO DISEÑO SEMAFÓRICO DE INTERSECCIONES PARA LA IMPLEMENTACIÓN DE NUEVOS CONTROLES SEMAFORIZADOS,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.233328&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO INTEGRAL DE INGENIERIA AW,2017-12-26,2019-04-17
Distrito Capital de Bogotá,Bogotá,6195970606,0,35,Inversión,Modificado,CONTRATAR LA CONSTRUCCIÓN RANCHO DE TROPA Y COMEDOR BITER29; A EJECUTAR EN LA VIGENCIA 2024,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6353457&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO OBRAS MILITARES,2024-12-23,2025-12-15
Distrito Capital de Bogotá,Bogotá,6195970606,0,0,Inversión,Borrador,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6353457&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO OBRAS MILITARES,,2024-12-24
Arauca,Arauca,6194933608,4596093137,88,Inversión,Modificado,CONSTRUCCION DE OBRAS DE ESPACIO PÚBLICO Y PAISAJISMO EN EL SECTOR CALLE 13; ENTRE CAÑO LAS CHORRERAS Y CARRERA 41 DEL MUNICIPIO DE ARAUCA; DEPARTAMENTO DE ARAUCA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6171594&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO CALLE 13 2024,2024-11-01,2026-02-11
Distrito Capital de Bogotá,Bogotá,6194532569,0,243,Inversión,Suspendido,"MEJORAMIENTO DE VÍAS REGIONALES EN LA VÍA BUCHELY 
DESCOLGADERO EN EL DISTRITO DE SAN ANDRÉS DE TUMACO 
DEPARTAMENTO DE NARIÑO; CON EL FIN DE PROMOVER LA 
GARANTÍA DE LOS DERECHOS DE LOS PUEBLOS NEGROS; 
AFROCOLOMBIANOS; RAIZALES Y PALENQUEROS EN EL MARCO 
DEL PROGRAMA CAMINOS COMUNITARIOS DE LA PAZ TOTAL",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6716088&isFromPublicArea=True&isModal=true&asPopupView=true,CONSEJO COMUNITARIO BAJO MIRA Y FRONTERA,2024-12-20,2026-08-31
Cesar,Valledupar,6194082001,0,31,Inversión,Modificado,PAVIMENTACIÓN EN CONCRETO RÍGIDO DE CALLES Y CARRERAS DEL CORREGIMIENTO DE SALOA; JURISDICCIÓN DEL MUNICIPIO DE CHIMICHAGUA; DEPARTAMENTO DEL CESAR,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2800890&isFromPublicArea=True&isModal=true&asPopupView=true,Consorcio A&H Chiriguaná,2022-07-25,2023-11-07
Quindío,Armenia,6193524200,6191418539,0,Inversión,En ejecución,CONSTRUCCIÓN DE MUROS DE CONTENCION EN EL DEPARTAMENTO DEL QUINDÍO; EN VIRTUD DEL PROYECTO ATENCIÓN DE LAS VÍAS PARA RESTAURAR LA CONECTIVIDAD EN EL DEPARTAMENTO DEL QUINDÍO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4508434&isFromPublicArea=True&isModal=true&asPopupView=true,INGENIERIA RYD SAS,2023-08-17,2024-07-05
Santander,Bucaramanga,6191224680,5541019845,0,Inversión,En ejecución,ADECUACIÓN DEL EQUIPAMIENTO URBANO DEL MUNICIPIO DE BUCARAMANGA; SANTANDER GRUPO 3.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2459856&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO  UNIOBRAS 2022,2022-03-28,2022-12-29
Valle del Cauca,Cali,6190370835,0,285,Inversión,Modificado,REALIZAR LA CONSTRUCCIÓN Y PUESTA EN MARCHA DE LA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DEL CORREGIMIENTO DE ZANJÓN HONDO Y DE LOS COLECTORES DE ALCANTARILLADO ASOCIADOS A LA OBRA; EN EL MUNICIPIO DE BUGA - VALLE DEL CAUCA; EN DESARROLLO DEL PROYECTO 2001 - CARACTERIZACIÓN DEL RECURSO HÍDRICO Y FORMULACIÓN DE ALTERNATIVAS PARA EL MEJORAMIENTO DEL ESTADO DE LA CALIDAD DEL AGUA-.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2359506&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO COLECTORES BUGA 2022,2021-12-29,2024-02-09
Valle del Cauca,Cali,6187003165,0,0,Inversión,En ejecución,Realizar el mantenimiento de la plataforma +5;70 Coliseo del Pueblo y la adecuación de 17 escenarios y espacios deportivos priorizados del Distrito Especial de Santiago de Cali; con recursos del empréstito,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9189124&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO ADECUACION ELITE,2026-03-12,2026-09-30
Distrito Capital de Bogotá,Bogotá,6186087724,0,0,Inversión,Modificado,SUMINISTRO E INSTALACIÓN DE SISTEMAS DE CONTENCIÓN VEHICULAR; ELEMENTOS DE CANALIZACIÓN PEATONAL Y OTROS DISPOSITIVOS DEL TRÁNSITO EN DIFERENTES CORREDORES VIALES DE LA CIUDAD DE BOGOTÁ D.C,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.234551&isFromPublicArea=True&isModal=true&asPopupView=true,UNION TEMPORAL MOVILIDAD 065,2017-12-18,2019-04-17
Distrito Capital de Bogotá,Bogotá,6181133018,0,96,Inversión,Suspendido,OBRAS DE INFRAESTRUCTURA AEROPORTUARIA Y TRAMITES DEL PROYECTO DE TRASLADO DE GACAR (CERRAMIENTO Y GUARDIA) EN SAN ANDRES ISLA DE ACUERDO A ESPECIFICACIONES TÉCNICAS,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6654700&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO AW,2024-12-10,2026-04-06
Distrito Capital de Bogotá,Bogotá,6178663799,741911939,47,Inversión,Modificado,REALIZAR LAS OBRAS PARA LA CONSTRUCCIÓN; CONSERVACIÓN Y REHABILITACIÓN DE MALLA VIAL Y ESPACIO PÚBLICO ASOCIADO DE LA LOCALIDAD DE BOSA - BOGOTÁ; EN LA UPZ  PORVENIR; A TRAVÉS DEL SISTEMA DE PRECIOS UNITARIOS FIJOS Y A MONTO AGOTABLE; DE ACUERDO CON LA DESCRIPCIÓN; ESPECIFICACIONES Y DEMÁS CONDICIONES ESTABLECIDAS EN EL ANEXO TÉCNICO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7065650&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VIAS BOSA 2025,2025-08-01,2026-07-17
Caldas,Manizales,6177459251,0,0,Inversión,Borrador,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10276044&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO MPO,,
Risaralda,Santa Rosa De Cabal,6175723582,6175722604,62,Inversión,Modificado,ADECUACIÓN DEL COMPLEJO DEPORTIVO SECTOR LA ITALIA FASE 1 EN EL MUNICIPIO DE SANTA ROSA DE CABAL; RISARALDA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2880660&isFromPublicArea=True&isModal=true&asPopupView=true,INCITECO S.A.S.,2022-09-02,2023-09-01
Distrito Capital de Bogotá,Bogotá,6174780748,266218244,0,Inversión,Aprobado,REALIZAR A PRECIO GLOBAL FIJO LA ACTUALIZACIÓN; AJUSTES Y/O COMPLEMENTACIÓN DE LOS ESTUDIOS Y DISEÑOS Y A MONTO AGOTABLE LA CONSTRUCCION DEL TRAMO FALTANTE DEL PROYECTO RAPS NIEVES UBICADO EN LA CARRERA 4 ENTRE CALLES 13 Y 10 EN LA LOCALIDAD DE LA CANDELARIA; EN BOGOTÁ D.C.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.594828&isFromPublicArea=True&isModal=true&asPopupView=true,UNION TEMPORAL DOBLE AA,2018-12-19,2021-07-31
Caldas,Manizales,6174498563,5577876215,15,Inversión,Modificado,READECUACIÓN DEL PARQUE ARENILLO UBICADO EN LA CIUDAD DE MANIZALES-CALDAS.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3396155&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO OBRAS ARENILLO,2022-12-12,2023-10-26
Distrito Capital de Bogotá,Bogotá,6173646445,0,47,Inversión,Modificado,REALIZAR LAS OBRAS PARA LA CONSTRUCCIÓN; CONSERVACIÓN Y REHABILITACIÓN DE MALLA VIAL Y ESPACIO PÚBLICO ASOCIADO DE LA LOCALIDAD DE BOSA - BOGOTÁ; EN LA UPZ BOSA OCCIDENTAL; A TRAVÉS DEL SISTEMA DE PRECIOS UNITARIOS FIJOS Y A MONTO AGOTABLE; DE ACUERDO CON LA DESCRIPCIÓN; ESPECIFICACIONES Y DEMÁS CONDICIONES ESTABLECIDAS EN EL ANEXO TÉCNICO.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7065650&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO BOSA G,2025-08-01,2026-07-17
Caldas,No Definido,6171755314,0,10,Inversión,Modificado,MEJORAMIENTO Y PAVIMENTACIÓN DE LA RED VIAL DEL DEPARTAMENTO DE CALDAS PLAN VIAL FASE II MARQUETALIA; MANZANARES,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.943745&isFromPublicArea=True&isModal=true&asPopupView=true,INGENIERIA DE VIAS SAS,2019-12-16,2020-12-31
Meta,Puerto López,6166511423,0,0,Inversión,En ejecución,CONSTRUCCIÓN DEL CENTRO VIDA DEL MUNICIPIO DE PUERTO LÓPEZ - META,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9876261&isFromPublicArea=True&isModal=true&asPopupView=true,UNION TEMPORAL CENTRO VIDA 2026,2026-04-06,2026-12-31
Distrito Capital de Bogotá,Bogotá,6165535514,236160800,47,Inversión,Modificado,REALIZAR LAS OBRAS PARA LA CONSTRUCCIÓN; CONSERVACIÓN Y REHABILITACIÓN DE MALLA VIAL Y ESPACIO PÚBLICO ASOCIADO DE LA LOCALIDAD DE BOSA - BOGOTÁ; EN LA UPZ BOSA OCCIDENTAL; A TRAVÉS DEL SISTEMA DE PRECIOS UNITARIOS FIJOS Y A MONTO AGOTABLE; DE ACUERDO CON LA DESCRIPCIÓN; ESPECIFICACIONES Y DEMÁS CONDICIONES ESTABLECIDAS EN EL ANEXO TÉCNICO.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7065650&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO EL PORVENIR*,2025-08-01,2026-07-17
Distrito Capital de Bogotá,Bogotá,6160950980,30977307,448,Inversión,Modificado,REALIZAR DIAGNÓSTICO; REHABILITACIÓN Y/O MANTENIMIENTO Y/O RECONSTRUCCIÓN DE OBRAS DE MITIGACIÓN EXISTENTES A MONTO AGOTABLE POR EL SISTEMA DE PRECIOS FIJOS UNITARIOS SIN FÓRMULA DE REAJUSTE; PARA LA REDUCCIÓN DEL RIESGO Y ADAPTACIÓN AL CAMBIO CLIMÁTICO EN LA LOCALIDAD DE CIUDAD BOLÍVAR,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8939987&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO MITIGACION POR BOGOTA,2026-02-23,2026-11-22
Distrito Capital de Bogotá,Bogotá,6159306090,2293806090,7,Inversión,Modificado,AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS PARA LA AMPLIACIÓN DE LA INFRAESTRUCTURA DE LA IED RICARDO GONZALEZ DEL MUNICIPIO DE SUBACHOQUE; CUNDINAMARCA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9013471&isFromPublicArea=True&isModal=true&asPopupView=true,MUNICIPIO DE SUBACHOQUE,2025-11-06,2027-05-05
Tolima,Chaparral,6157458098,0,0,Inversión,Aprobado,CONSTRUCCIÓN DE LA ETAPA I DEL RELLENO SANITARIO REGIONAL UBICADO EN LA VEREDA PIPINI MUNICIPIO DE CHAPARRAL EN EL DEPARTAMENTO DEL TOLIMA.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9329820&isFromPublicArea=True&isModal=true&asPopupView=true,UNION TEMPORAL UNIÓN TEMPORAL RELLENO PIPINI,,2026-09-19
Distrito Capital de Bogotá,Bogotá,6154459794,5224391344,51,Inversión,Modificado,REALIZAR A MONTO AGOTABLE Y A PRECIOS UNITARIOS FIJOS; OBRAS Y ACTIVIDADES PARA LA CONSERVACIÓN DE LA MALLA VIAL DE LA LOCALIDAD DE TUNJUELITO Y SU ESPACIO PÚBLICO ASOCIADO; GRUPO 2.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.978621&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VIAL IEP,2019-12-27,2021-04-29
Tolima,No Definido,6153571044,0,243,Inversión,Modificado,CONSTRUCCIÓN DE PAVIMENTO RÍGIDO DE DIFERENTES VÍAS URBANAS DEL CENTRO POBLADO DE CASTILLA EN EL MUNICIPIO DE COYAIMA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8320934&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO COMAGA,2025-11-18,2026-11-15
Distrito Capital de Bogotá,Bogotá,6152657876,0,47,Inversión,Modificado,REALIZAR LAS OBRAS PARA LA CONSTRUCCIÓN; CONSERVACIÓN Y REHABILITACIÓN DE MALLA VIAL Y ESPACIO PÚBLICO ASOCIADO DE LA LOCALIDAD DE BOSA - BOGOTÁ; EN LA UPZ BOSA CENTRO; A TRAVÉS DEL SISTEMA DE PRECIOS UNITARIOS FIJOS Y A MONTO AGOTABLE; DE ACUERDO CON LA DESCRIPCIÓN; ESPECIFICACIONES Y DEMÁS CONDICIONES ESTABLECIDAS EN EL ANEXO TÉCNICO.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7065650&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO GRUPO BOSA,2025-08-01,2026-07-17
Antioquia,Zaragoza,6152500803,0,0,Inversión,Aprobado,MEJORAMIENTO DE VIVIENDA PARA MUJERES VULNERABLES; EN POBREZA EXTREMA O MODERADA EN ZONA RURAL DEL MUNICIPIO DE ZARAGOZA- ANTIOQUIA; ENMARCADO EN EL CONVENIO INTERADMINISTRATIVO N°CI-548-2025 CELEBRADO ENTRE EL MUNICIPIO DE ZARAGOZA Y LA EMPRESA DE VIVIENDA DE ANTIOQUIA- VIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10179563&isFromPublicArea=True&isModal=true&asPopupView=true,ECO SOCIAL S.A.S,,2026-12-31
Valle del Cauca,Cali,6143041127,0,0,Inversión,Modificado,EJECUTAR EL PLAN DE OBRAS PÚBLICAS; BAJO LA MODALIDAD DE PRECIOS UNITARIOS FIJOS; PARA LA OPTIMIZACIÓN DEL SISTEMA DE ABASTECIMIENTO DE AGUA PARA EL CORREGIMIENTO DE SAN JOSÉ; MUNICIPIO DE SAN PEDRO - DEPARTAMENTO DEL VALLE DEL CAUCA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7676840&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO HIDROSANJOSE,2025-08-13,2026-08-13
Huila,No Definido,6142128469,1515387790,292,Inversión,Modificado,MEJORAMIENTO DE VÍAS TERCIARIAS MEDIANTE LA CONSTRUCCION DE PLACA HUELLA EN SITIOS CRITICOS DE LOS MUNICIPIOS DE GUADALUPE; SUAZA Y TARQUI DEL DEPARTAMENTO DEL HUILA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4298758&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VIAS DEL HUILA 23,2023-09-25,2026-09-06
Distrito Capital de Bogotá,No Definido,6136688258,0,0,Inversión,Modificado,CONTRATAR LA EJECUCIÓN DE OBRAS DE LAS INTERVENCIONES DE MEJORAMIENTO EN LAS ÁREAS PRIORIZADAS POR LA SECRETARÍA EN EL MARCO DEL PLAN DE DESARROLLO DISTRITAL 2016-2020 BOGOTÁ MEJOR PARA TODOS.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.210312&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO PARQUES 2017,2017-11-02,2018-11-18
Distrito Capital de Bogotá,Bogotá,6134570754,0,29,Inversión,Modificado,OBRA CIVIL PARA MEJORAR EL NIVEL DE CONFORT TÉRMICO; ACÚSTICO Y OTRAS ADECUACIONES CIVILES DEL EDIFICIO DE LA SEDE JUDICIAL AYDÉE ANZOLA LINARES - CAN; EN LA CIUDAD DE BOGOTÁ,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6793372&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO BIOCLIMATICO 06 CAN,2024-12-04,2025-08-31
