departamento,ciudad,valor_inicial,valor_final,dias_adicionados,destino_gasto,estado_contrato,objeto,url,contratista,fecha_inicio,fecha_fin
Distrito Capital de Bogotá,Bogotá,4914810000000,0,0,Inversión,Cancelado,AUNAR ESFUERZOS PARA EL MEJORAMIENTO DE VIAS RURALES EN EL MUNICIPIO DE JERICO DEPARTAMENTO DE ANTIOQUIA DEL PROGRAMA COLOMBIA RURAL-NACIONAL.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2400132&isFromPublicArea=True&isModal=true&asPopupView=true,MUNICIPIO DE JERICO - ANTIOQUIA,,2023-12-31
Chocó,Quibdó,1743532755900,0,0,Inversión,enviado Proveedor,MANTENIMIENTO DE LA INFRAESTRUCTURA DE LOS ESTABLECIMIENTOS EDUCATIVOS PARA EL RETORNO A LAS AULAS; EN MEDIO DE UN PROCESO GRADUAL; PROGRESIVO Y SEGURO TENIENDO EN CUENTA LAS MEDIDAS DE BIOSEGURIDAD A TRAVÉS DE LA EMERGENCIA SANITARIA EN EL MUNICIPIO DE QUIBDÓ.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1831303&isFromPublicArea=True&isModal=true&asPopupView=true,MALCAM CONSTRUCTORES S.A.S.,,2021-04-08
Distrito Capital de Bogotá,Bogotá,1151851315885,0,0,Inversión,Cancelado,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1629797&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO CM PUTUMAYO,,
Distrito Capital de Bogotá,Bogotá,1107012659144,0,0,Inversión,Borrador,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.999906&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO EUCARÍSTICO CARRERA 68,,
Magdalena,Sitionuevo,998049859557,0,0,Inversión,Modificado,"ADECUACION DE CANCHA DE FUTBOL SAMUEL MEJIA; EN EL
MUNICIPIO DE SITIONUEVO; MAGDALENA",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8008524&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO K&G SAMUEL MEJIA,2025-08-20,2025-12-31
Magdalena,Santa Marta,893052000000,0,0,Inversión,Modificado,Ejecutar la gerencia integral del proyecto de inversión denominado CONSTRUCCIÓN DEL SISTEMA DE ACUEDUCTO DENOMINADO 'EL CURVAL' PARA EL DISTRITO DE SANTA MARTA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9361628&isFromPublicArea=True&isModal=true&asPopupView=true,Empresa Distrital de Desarrollo y Renovación Urbano Sostenible de Santa Marta- EDUS,2026-04-10,2037-12-31
Distrito Capital de Bogotá,Bogotá,657176378088,0,0,Inversión,Modificado,MEJORAMIENTO MEDIANTE LA CONSTRUCCIÓN Y MANTENIMIENTO CONEXIÓN PUENTE PUMAREJO (BARRANQUILLA) - CIÉNAGA (VIADUCTOS) EN LOS DEPARTAMENTOS DEL ATLÁNTICO Y MAGDALENA; EN MARCO DE LA REACTIVACIÓN ECONÓMICA; MEDIANTE EL PROGRAMA DE OBRA PÚBLICA VÍAS PARA LA LEGALIDAD Y LA REACTIVACIÓN VISIÓN 2030,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2482557&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VIADUCTO CIÉNAGA DEL MAGDALENA,2022-07-27,2028-07-31
Antioquia,Medellín,652271356282,0,122,Inversión,Modificado,CONSTRUCCIÓN; GESTIÓN PREDIAL; SOCIAL; AMBIENTAL SOSTENIBLE DE LAS VÍAS DE ACCESO AL PROYECTO TÚNEL GUILLERMO GAVIRIA ECHEVERRI SECTOR 01 (TÚNEL DEL TOYO) EN EL DEPARTAMENTO DE ANTIOQUIA; EN MARCO DE LA REACTIVACION ECONOMICA; MEDIANTE EL PROGRAMA DE OBRA PUBLICA VIAS PARA LA LEGALIDAD Y LA REACTIVACION VISION 2030 MODULO 1,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7238000&isFromPublicArea=True&isModal=true&asPopupView=true,CONSTRUCCIONES EL CONDOR S.A,2024-12-27,2026-12-31
Distrito Capital de Bogotá,Bogotá,650399558495,0,0,Inversión,Aprobado,CONSTRUCCIÓN; GESTIÓN SOCIAL; AMBIENTAL; PREDIAL Y DE SOSTENIBILIDAD DE LA VARIANTE ORIENTAL DE CHACHAGÜÍ EN EL DEPARTAMENTO DE NARIÑO; EN EL MARCO DEL PROGRAMA VÍAS PARA LA PAZ.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9329728&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VARIANTE ORIENTAL 057,,2035-12-31
Distrito Capital de Bogotá,Bogotá,634275135745,0,0,Inversión,En ejecución,La construcción de las obras Lado Aire de la Etapa I del Aeropuerto del Café; ubicado en el municipio de Palestina; departamento de Caldas; incluyendo la ejecución de obras conexas indispensables para su operación inicial.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8653415&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO AEROPUERTO DEL CAFE SK,2026-04-13,2030-03-12
Distrito Capital de Bogotá,Bogotá,615960225346,0,0,Inversión,Borrador,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.999906&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO INFRAESTRUCTURA AV. 68,,
Distrito Capital de Bogotá,Bogotá,610461362068,0,0,Inversión,Modificado,CONSTRUCCIÓN; MEJORAMIENTO Y MANTENIMIENTO; GESTIÓN PREDIAL; SOCIAL Y AMBIENTAL SOSTENIBLE DE LA VARIANTE SAN FRANCISCO MOCOA TRAMO 2 (FRENTE SAN FRANCISCO); DEPARTAMENTO DE PUTUMAYO; EN MARCO DE LA REACTIVACIÓN ECONÓMICA; MEDIANTE EL PROGRAMA DE OBRA PÚBLICA VIAS PARA LA LEGALIDAD Y REACTIVACIÓN VISIÓN 2030. MODULO 1.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1629797&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO SAN FRANCISCO,2021-07-02,2030-08-31
Cesar,Valledupar,607492792932,484519476265,150,Inversión,Modificado,MEJORAMIENTO DE VIAS SECUNDARIAS Y TERCIARIAS; EN EL MARCO DEL PACTO FUNCIONAL CESAR - GUAJIRA; EN EL DEPARTAMENTO DEL CESAR: GRUPO 1 - NORTE/CENTRO Y GRUPO 2 - SUR,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2952272&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO INFRAESTRUCTURA VIAL DEL CESAR,2022-11-16,2026-07-28
Distrito Capital de Bogotá,Bogotá,593383681529,0,0,Inversión,Modificado,MEJORAMIENTO MEDIANTE LA CONSTRUCCIÓN Y MANTENIMIENTO; GESTION PREDIAL; SOCIAL Y AMBIENTAL SOSTENIBLE DE LA RUTA DE LOS COMUNEROS (ZIPAQUIRÁ - BARBOSA - BUCARAMANGA; GIRÓN - PIEDECUESTA) EN LOS DEPARTAMENTOS DE CUNDINAMARCA; BOYACÁ Y SANTANDER; EN MARCO DE LA REACTIVACIÓN ECONÓMICA; MEDIANTE EL PROGRAMA DE OBRA PÚBLICA VÍAS PARA LA LEGALIDAD Y LA REACTIVACIÓN VISIÓN 2030 MÓDULO 1.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1630207&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VIAL MHC 063,2021-06-21,2030-08-31
Distrito Capital de Bogotá,Bogotá,556028077752,0,0,Inversión,Modificado,CONSTRUCCIÓN DELCORREDOR VERDE DE LA CARRERA 7 DESDE LA CALLE 127 HASTA LACALLE 183 (NO INCLUYE INTERSECCIÓN) Y DEMÁS OBRASCOMPLEMENTARIAS EN LA CIUDAD DE BOGOTÁ D.C.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4797668&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO THC CORREDOR VERDE 99,2024-02-19,2031-10-22
Distrito Capital de Bogotá,Bogotá,544325277496,0,0,Inversión,Modificado,CONSTRUCCIÓN PARA LA ADECUACIÓN AL SISTEMA TRANSMILENIO DE LA AVENIDA CONGRESO EUCARÍSTICO (CARRERA 68) DESDE LA CARRERA 9 HASTA LA AUTOPISTA SUR Y OBRAS COMPLEMENTARIAS EN BOGOTA; D.C. GRUPO 7.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.999906&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO INFRAESTRUCTURA AV. 68,2020-05-20,2031-10-08
Distrito Capital de Bogotá,Bogotá,541389953817,0,0,Inversión,Modificado,CONSTRUCCIÓN; MEJORAMIENTO Y MANTENIMIENTO; GESTIÓN PREDIAL; SOCIAL; AMBIENTAL SOSTENIBLE DE LA VARIANTE SAN FRANCISCO  MOCOA TRAMO 3 (FRENTE MOCOA) EN EL DEPARTAMENTO DE PUTUMAYO; EN MARCO DE LA REACTIVACIÓN ECONOMICA; MEDIANTE EL PROGRAMA DE OBRA PÚBLICA VÍAS PARA LA LEGALIDAD Y LA REACTIVACIÓN VISIÓN 2030. MODULO 2.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1629797&isFromPublicArea=True&isModal=true&asPopupView=true,CONSTRUCCIONES EL CONDOR S.A,2021-07-02,2030-08-31
Distrito Capital de Bogotá,Bogotá,529532194524,0,0,Inversión,Modificado,DISEÑO; SUMINISTRO; MONTAJE; PUESTA EN FUNCIONAMIENTO Y MANTENIMIENTO DEL COMPONENTE ELECTROMECÁNICO; Y DE LA OBRA CIVIL DE UN SISTEMA DE TRANSPORTE DE PASAJEROS POR CABLE AÉREO TIPO MONOCABLE DESENGANCHABLE DESDE EL PORTAL SUR HASTA POTOSÍ; LOCALIDAD DE CIUDAD BOLÍVAR EN BOGOTÁ D.C.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5099532&isFromPublicArea=True&isModal=true&asPopupView=true,UNIÓN TEMPORAL CIUDAD AÉREA,2024-02-01,2028-06-13
Antioquia,Medellín,523865828647,0,184,Inversión,Modificado,"CONSTRUCCIÓN; GESTIÓN PREDIAL; SOCIAL; AMBIENTAL 
SOSTENIBLE DE LAS VÍAS DE ACCESO AL PROYECTO TÚNEL 
GUILLERMO GAVIRIA ECHEVERRI SECTOR 02 (TÚNEL DEL TOYO) 
EN EL DEPARTAMENTO DE ANTIOQUIA; EN MARCO DE LA 
REACTIVACIÓN ECONÓMICA; MEDIANTE EL PROGRAMA DE OBRA 
PÚBLICA VÍAS PARA LA LEGALIDAD Y LA REACTIVACIÓN VISIÓN 
2030 MODULO 2",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8251531&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VIAS COLOMBIA 061,2025-06-11,2026-12-31
Distrito Capital de Bogotá,Bogotá,522647958779,0,0,Inversión,Cancelado,DISEÑO; SUMINISTRO; MONTAJE; PUESTA EN FUNCIONAMIENTO Y MANTENIMIENTO DEL COMPONENTE ELECTROMECÁNICO; Y DE LA OBRA CIVIL DE UN SISTEMA DE TRANSPORTE DE PASAJEROS POR CABLE AÉREO TIPO MONOCABLE DESENGANCHABLE DESDE EL PORTAL SUR HASTA POTOSÍ; LOCALIDAD DE CIUDAD BOLÍVAR EN BOGOTÁ D.C,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5099532&isFromPublicArea=True&isModal=true&asPopupView=true,UNIÓN TEMPORAL CIUDAD AÉREA,,2027-11-14
Antioquia,Retiro,518442381000,0,0,Inversión,Cancelado,MEJORAR LAS CONDICIONES HABITACIONALES EN TEMAS DE BAÑOS; COCINAS; PISOS; REVOQUES; ARREGLOS PUNTUALES DE TECHOS Y DEMAS ACTIVIDADES ENCAMINADAS A BRINDAR ESPACIOS HABITACIONALES SALUDABLES; CONFORTABLES Y DIGNOS PARA LA VIDA EN ZONA RURAL Y URBANA EN EL MUNICIPIO DE EL RETIRO.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4031086&isFromPublicArea=True&isModal=true&asPopupView=true,ConstruPrime SAS,,2023-08-31
Distrito Capital de Bogotá,Bogotá,511743141447,0,0,Inversión,Aprobado,MEJORAMIENTO; REHABILITACIÓN; MANTENIMIENTO EN EL SECTOR LEJIA - SARAVENA; RUTA 6604; EN LOS DEPARTAMENTOS NORTE DE SANTANDER Y ARAUCA EN EL MARCO DE LA DECLARATORIA DE IMPORTANCIA ESTRATEGICA DE LOS PROYECTOS QUE HACEN PARTE DEL PROGRAMA VIAS PARA LA PAZ.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9329214&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO LEJIA 052,,2032-08-31
Distrito Capital de Bogotá,Bogotá,499589297791,0,0,Inversión,Modificado,"CONSTRUCCIÓN PARA LA ADECUACIÓN DE LA CALLE 13 AL SISTEMA DE TRANSPORTE PÚBLICO MASIVO; CALZADAS DE TRÁFICO MIXTO; NUEVAS CICLORRUTAS Y ESPACIO PÚBLICO; DESDE EL LÍMITE OCCIDENTAL DEL DISTRITO HASTA LA CONEXIÓN CON LA INTERSECCIÓN DE PUENTE ARANDA
INCLUIDAS LAS DEMÁS OBRAS COMPLEMENTARIAS EN BOGOTÁ D.C.-LOTE 2",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3690939&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO CC 2023,2023-09-07,2026-11-18
Distrito Capital de Bogotá,Bogotá,496344941711,0,1096,Inversión,Modificado,SUMINISTRO; INSTALACIÓN; CONFIGURACION; PUESTA EN MARCHA Y ACOMPAÑAMIENTO OPERATIVO DE EQUIPOS ELECTROMECÁNICOS DEL PROYECTO TÚNEL GUILLERMO GAVIRIA ECHEVERRI (TÚNEL DEL TOYO) Y SUS VÍAS DE ACCESO EN EL DEPARTAMENTO DE ANTIOQUIA; EN MARCO DE LA REACTIVACIÓN ECONÓMICA; MEDIANTE EL PROGRAMA DE OBRA PÚBLICA VÍAS PARA LA LEGALIDAD Y LA REACTIVACIÓN VISIÓN 2030.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2422118&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO ANTIOQUIA AL MAR,2022-02-16,2028-12-31
Distrito Capital de Bogotá,Bogotá,477834784322,0,0,Inversión,Modificado,CONSTRUCCIÓN DE LA INTERSECCIÓN A DESNIVEL DE PUENTE ARANDA Y DEMÁS OBRAS COMPLEMENTARIAS; CORRESPONDIENTE A LAS OBRAS DE ADECUACIÓN AL SISTEMA TRANSMILENIO DE LA TRONCAL CALLE 13 EN BOGOTÁ D.C.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3690937&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO CC L1,2023-06-22,2027-03-28
Distrito Capital de Bogotá,Bogotá,454775921790,0,0,Inversión,Modificado,MEJORAMIENTO; MANTENIMIENTO; GESTIÓN PREDIAL; SOCIAL Y AMBIENTAL SOSTENIBLE DE LA CONEXIÓN PACÍFICO - ORINOQUÍA SECTOR PUERTO GAITAN - PUENTE ARIMENA - VIENTO - SANTA CECILIA - JURIEPE - PUERTO CARREÑO (PUENTE ARIMENA - VIENTO; JURIEPE - PUERTO CARREÑO); EN LOS DEPARTAMENTOS DE META Y VICHADA; EN MARCO DE LA REACTIVACIÓN ECONÓMICA; MEDIANTE EL PROGRAMA DE OBRA PÚBLICA VÍAS PARA LA LEGALIDAD Y LA REACTIVACIÓN VISIÓN 2030 Y VÍAS PARA LA CONEXIÓN DE TERRITORIOS; EL CRECIMIENTO SOSTENIBLE Y LA REA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2412080&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO GPS INFRAESTRUCTURA,2022-03-04,2030-07-31
Distrito Capital de Bogotá,Bogotá,450628001139,0,0,Inversión,Modificado,CONSTRUCCIÓN DEL CORREDOR VERDE DE LA CARRERA 7 DESDE LA CALLE 99 HASTA LA CALLE 127 INCLUYENDO LA INTERSECCIÓN DE LA CALLE 127 Y DEMÁS OBRAS COMPLEMENTARIAS,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4797668&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VIAL DEL NORTE,2024-02-23,2032-02-20
Distrito Capital de Bogotá,Bogotá,446445908445,0,606,Inversión,Modificado,"CONSTRUCCIÓN DEL CORREDOR VERDE DE LA CARRERA 7 DESDE LA CALLE 183
(INCLUYE INTERSECCIÓN) HASTA LA CALLE 200; CONSTRUCCIÓN DEL PATIO PORTAL
UBICADO EN LA CARRERA 7 POR CALLE 200 Y DEMÁS OBRAS COMPLEMENTARIAS EN
LA CIUDAD DE BOGOTÁ D.C",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4797668&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO CC-P 7MA L3,2024-03-06,2032-01-01
Distrito Capital de Bogotá,Bogotá,433891811014,0,0,Inversión,Modificado,MEJORAMIENTO; MANTENIMIENTO; GESTIÓN PREDIAL; SOCIAL Y AMBIENTAL SOSTENIBLE DEL CORREDOR TRANSVERSAL DE BOYACÁ (PUERTO BOYACÁ - OTANCHE - CHIQUINQUIRÁ - PÁEZ) EN EL DEPARTAMENTO DE BOYACÁ; EN MARCO DE LA REACTIVACIÓN ECONÓMICA; MEDIANTE EL PROGRAMA DE OBRA PÚBLICA VIAS PARA LA LEGALIDAD Y LA REACTIVACIÓN VISIÓN 2030 MÓDULO 3.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1630207&isFromPublicArea=True&isModal=true&asPopupView=true,PSF T. DE BOYACÁ LCP SAS,2021-06-25,2029-08-31
Distrito Capital de Bogotá,Bogotá,416383505128,0,0,Inversión,Modificado,CONSTRUCCIÓN; GESTIÓN PREDIAL; SOCIAL; AMBIENTAL SOSTENIBLE DE LAS VÍAS DE ACCESO AL PROYECTO TÚNEL GUILLERMO GAVIRIA ECHEVERRI SECTOR 01 (TÚNEL DEL TOYO) EN EL DEPARTAMENTO DE ANTIOQUIA; EN MARCO DE LA REACTIVACIÓN ECONÓMICA; MEDIANTE EL PROGRAMA DE OBRA PÚBLICA VÍAS PARA LA LEGALIDAD Y LA REACTIVACIÓN VISIÓN 2030. MÓDULO 1.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1629796&isFromPublicArea=True&isModal=true&asPopupView=true,CONSTRUCCIONES EL CONDOR S.A,2021-07-02,2024-12-26
Distrito Capital de Bogotá,Bogotá,415613420841,0,0,Inversión,Borrador,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.999906&isFromPublicArea=True&isModal=true&asPopupView=true,Constructora Conconcreto S.A,,
Distrito Capital de Bogotá,Bogotá,413052964666,0,0,Inversión,Modificado,MEJORAMIENTO Y MANTENIMIENTO; GESTIÓN PREDIAL; SOCIAL Y AMBIENTAL SOSTENIBLE DEL CORREDOR NEIVA - SAN VICENTE DEL CAGUÁN - PUERTO RICO - FLORENCIA; EN LOS DEPARTAMENTOS DE HUILA Y CAQUETÁ; EN MARCO DE LA REACTIVACIÓN ECONÓMICA; MEDIANTE EL PROGRAMA DE OBRA PÚBLICA VÍAS PARA LA LEGALIDAD Y LA REACTIVACIÓN VISIÓN 2030. MÓDULO 1.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1630201&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VIAS NACIONALES DEL SUR Y ORIENTE,2021-06-29,2030-08-31
Magdalena,Santa Marta,410758596204,0,0,Inversión,Borrador,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10181877&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO PLANTA CURVAL,,2030-02-01
Distrito Capital de Bogotá,Bogotá,397739924863,0,0,Inversión,Borrador,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9347328&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO INMAHA GUAJIRA 063,,2035-07-31
Distrito Capital de Bogotá,Bogotá,396565381454,0,0,Inversión,Modificado,MEJORAMIENTO; MANTENIMIENTO; GESTIÓN PREDIAL; SOCIAL Y AMBIENTAL SOSTENIBLE DEL CORREDOR DE LA SOBERANÍA (LA LEJÍA - SARAVENA); EN LOS DEPARTAMENTOS DE NORTE DE SANTANDER; BOYACÁ Y ARAUCA; EN MARCO DE LA REACTIVACIÓN ECONÓMICA; MEDIANTE EL PROGRAMA DE OBRA PÚBLICA VÍAS PARA LA LEGALIDAD Y REACTIVACIÓN VISIÓN 2030 MÓDULO 2.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1630207&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VIAS COLOMBIA 063,2021-07-01,2030-08-31
Chocó,No Definido,393477433950,0,1055,Inversión,Modificado,"CONTRATO DE OBRA PARA LA CONSTRUCCIÓN DE LA INTERCONEXIÓN ELÉCTRICA DE LAS LOCALIDADES
RURALES COSTERAS PERTENECIENTES A TRES MUNICIPIOS DEL DEPARTAMENTO DEL CAUCA Y EN SIETE MUNICIPIOS DEL DEPARTAMENTO DE NARIÑO; SEGUNDA ETAPA; EL CUAL COMPRENDE BENEFICIAR A 15.699 FAMILIAS EN LOS TERMINOS DEL OCADPAZ No 051 DEL 11 DE JUNIO DE 2021.",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2352136&isFromPublicArea=True&isModal=true&asPopupView=true,UNION TEMPORAL INTERCONEXION ELECTRICA DEL PACIFICO,2022-09-23,2028-02-11
Distrito Capital de Bogotá,Bogotá,391400419027,0,0,Inversión,Borrador,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9347328&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO LHS GUAJIRA,,2035-07-31
Distrito Capital de Bogotá,Bogotá,389978471425,0,0,Inversión,Modificado,"CONSTRUCCIÓN; GESTIÓN PREDIAL; SOCIAL; AMBIENTAL
SOSTENIBLE DE LAS VÍAS DE ACCESO AL PROYECTO TÚNEL
GUILLERMO GAVIRIA ECHEVERRI SECTOR 02 (TÚNEL DEL TOYO) EN
EL DEPARTAMENTO DE ANTIOQUIA; EN MARCO DE LA
REACTIVACIÓN ECONÓMICA; MEDIANTE EL PROGRAMA DE OBRA
PÚBLICA VÍAS PARA LA LEGALIDAD Y LA REACTIVACIÓN VISIÓN
2030 MODULO 2.",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1629796&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VIAS COLOMBIA 061,2021-07-02,2025-06-10
Distrito Capital de Bogotá,Bogotá,381312911935,0,608,Inversión,Modificado,CONSTRUCCIÓN PARA LA ADECUACIÓN AL SISTEMA TRANSMILENIO DE LA AVENIDA CONGRESO EUCARÍSTICO (CARRERA 68) DESDE LA CARRERA 9 HASTA LA AUTOPISTA SUR Y OBRAS COMPLEMENTARIAS EN BOGOTA; D.C..( GRUPO 1),https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.999906&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO EUCARÍSTICO CARRERA 68,2020-05-20,2032-10-24
Distrito Capital de Bogotá,Bogotá,366743994223,0,0,Inversión,Modificado,MEJORAMIENTO Y MANTENIMIENTO; GESTIÓN PREDIAL; SOCIAL Y AMBIENTAL SOSTENIBLE DEL ANILLO DEL MACIZO COLOMBIANO (LA LUPA  BOLÍVAR  LA VEGA - LA SIERRA - ROSAS) EN EL DEPARTAMENTO DEL CAUCA; EN MARCO DE LA REACTIVACIÓN ECONÓMICA; MEDIANTE EL PROGRAMA DE OBRA PÚBLICA VÍAS PARA LA LEGALIDAD Y LA REACTIVACIÓN VISIÓN 2030. MÓDULO 1.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1630302&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VÍAS Y EQUIPOS MACIZO 2030,2021-06-28,2030-09-11
Distrito Capital de Bogotá,Bogotá,363376302213,0,214,Inversión,Modificado,DISEÑO; SUMINISTRO; MONTAJE; PUESTA EN FUNCIONAMIENTO Y MANTENIMIENTO DEL COMPONENTE ELECTROMECÁNICO; Y OBRA CIVIL DE UN SISTEMA DE TRANSPORTE DE PASAJEROS POR CABLE AÉREO TIPO MONOCABLE DESENGANCHABLE EN LA LOCALIDAD DE SAN CRISTÓBAL EN BOGOTÁ D.C.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3685649&isFromPublicArea=True&isModal=true&asPopupView=true,UNIÓN TEMPORAL CABLE SAN CRISTÓBAL,2023-06-01,2027-07-01
Distrito Capital de Bogotá,Bogotá,356424698574,0,0,Inversión,Modificado,"MEJORAMIENTO; MANTENIMIENTO; GESTIÓN PREDIAL;
SOCIAL Y AMBIENTAL SOSTENIBLE DE LA CONEXIÓN
TRONCAL CENTRAL DEL NORTE (LOS CUROS - MÁLAGA); EN
EL DEPARTAMENTO DE SANTANDER; EN MARCO DE LA
REACTIVACIÓN ECONÓMICA; MEDIANTE EL PROGRAMA DE
OBRA PÚBLICA VÍAS PARA LA LEGALIDAD Y LA
REACTIVACIÓN VISIÓN 2030. MÓDULO 1.",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1630206&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO VIAS COLOMBIA 066,2021-06-26,2029-08-31
No Definido,No Definido,351957844747,0,0,Inversión,enviado Proveedor,REVISIÓN; CONFRONTACIÓN; COMPLEMENTACIÓN Y APROPIACIÓN DE ESTUDIOS Y DISEÑOS; ASÍ COMO LA CONSTRUCCIÓN DE LA ESTACIÓN ELEVADORA DE AGUAS RESIDUALES DE CANOAS Y SUS OBRAS COMPLEMENTARIAS; INCLUYENDO SU PUESTA EN MARCHA Y OPERACIÓN ASISTIDA.,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.631210&isFromPublicArea=True&isModal=true&asPopupView=true,CONSORCIO EE CANOAS,2018-12-04,2022-08-03
