id_contrato,sobrecosto,tfidf_desarrollo,interaccion_prob_x_impacto,tfidf_insumos,prob_std,tfidf_expedicion,tfidf_materiales,imp_promedio,tfidf_cualquier,tfidf_ejecucion,tfidf_contrato,prop_tipo_operacional,prob_promedio,prop_cate_bajo,valor_inicial,tfidf_riesgo,tfidf_tecnicas,tfidf_municipio,tfidf_obras,tfidf_informacion,prop_fuen_externo,tfidf_cuando,tfidf_disenos,tfidf_ejecucion contrato,tfidf_calidad,tfidf_manejo,prop_cate_alto,tfidf_pago,prop_tipo_economico,prop_asig_entidad,tfidf_falta,anio,ipc,trm
C-159,49.81079398547597,0.0,3.36,0.0,0.66332495807108,0.0,0.1063735595584113,2.4,0.1547716608503582,0.3605077329877399,0.1716396529430326,0.4,1.4,0.7,4446523289,0.0,0.0,0.0938700630316322,0.0,0.1625888805328185,0.5,0.0,0.0,0.2412105760901595,0.0,0.0,0.0,0.0,0.1,0.3,0.0,2019,3.8,3281.1
C-160,49.873485897221634,0.0,8.333333333333334,0.0,0.4714045207910318,0.0,0.0,3.571428571428572,0.0,0.2293864074471601,0.2184241821265931,0.6666666666666666,2.333333333333333,0.0476190476190476,4441368493,0.2319841644396421,0.0,0.0398188712850659,0.2326390945722737,0.0,0.8571428571428571,0.0,0.0,0.2046388927787142,0.0612496825572183,0.0,0.6666666666666666,0.0633749743551803,0.0952380952380952,0.2857142857142857,0.0526921657024197,2019,3.8,3281.1
C-161,31.1898497348048,0.0314364079783621,2.66,0.0750134962412589,0.4898979485566356,0.0697323698045894,0.1028361412364186,1.9,0.1196998234574466,0.2265374571948403,0.2488977476888035,0.6666666666666666,1.4,0.2666666666666666,4404666158,0.1586097348736719,0.0801589564324721,0.0181496888886034,0.1484536822608388,0.0314364079783621,0.6333333333333333,0.279179857957491,0.0276089719877809,0.1865513571116677,0.0558359715914982,0.0550148330113626,0.3333333333333333,0.0,0.0666666666666666,0.4666666666666667,0.1200870822679917,2019,3.8,3281.1
C-162,49.44655931748894,0.0,5.625,0.0,0.5,0.4063524573742589,0.0,2.25,0.0,0.0,0.193387397544236,0.5,2.5,0.5,4348445418,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,2020,1.61,3693.4
C-163,49.98509775280731,0.2092638184869925,5.833333333333334,0.0,0.957427107756338,0.2320949325301335,0.0,2.333333333333333,0.0,0.1159999757546085,0.3313692399591048,0.5,2.5,0.5,4205063786,0.1759704797895475,0.1778656276562881,0.0,0.0,0.0,0.6666666666666666,0.3716852330015125,0.0,0.0,0.1858426165007562,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,2021,5.62,3743.1
C-164,17.713325030057657,0.0,5.90625,0.0,1.1110243021644486,0.0,0.0,2.25,0.0,0.3266434756094445,0.1036777996874344,0.0,2.625,0.25,4184786988,0.1651713251064644,0.0,0.1134031842265558,0.1325101051268284,0.1964214806805812,0.75,0.1744376174082905,0.0,0.1457016567067195,0.0,0.0,0.5,0.0,0.0,0.375,0.0,2018,3.18,2955.7
C-165,16.93946190233671,0.0,6.954545454545455,0.0,0.6314747267931731,0.0,0.0,3.0,0.0,0.0914638559199016,0.3483714339621632,0.8636363636363636,2.3181818181818183,0.2272727272727272,4148221396,0.0,0.2103656837240065,0.0476312552253034,0.055656485135536,0.082500343723487,0.4545454545454545,0.073266749362779,0.0,0.0611971598917604,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.1890907937830397,2022,13.12,4255.4
C-167,19.5384178149294,0.0,8.503401360544219,0.0,0.5753831415997415,0.0,0.0,3.571428571428572,0.0,0.2340864308957061,0.2228995945503259,0.6666666666666666,2.380952380952381,0.0,4113528601,0.2367374147507305,0.0,0.0406347418975282,0.2374057641047309,0.0,1.0,0.0,0.0,0.2088318508761376,0.0625046607725306,0.0,0.7142857142857143,0.0646734988354896,0.0952380952380952,0.2857142857142857,0.0537718042787076,2018,3.18,2955.7
C-168,49.90581609679562,0.0,7.588235294117647,0.0,0.4991341984846218,0.0,0.0,3.0,0.1245505703368724,0.1450570585977271,0.1381248773129521,0.0588235294117647,2.5294117647058822,0.0588235294117647,4108490271,0.0,0.0,0.0755407664679131,0.088268376009854,0.0,0.2352941176470588,0.0,0.3447336620724742,0.0,0.1161973661474414,0.1144885369190031,0.5294117647058824,0.3606878334195907,0.7058823529411765,0.3529411764705882,0.0,2018,3.18,2955.7
C-169,27.530431473353705,0.0456984237493589,8.405349794238683,0.1090454908370416,1.078693768830422,0.0,0.2391850652761821,3.5185185185185186,0.0435012586269949,0.2026538972776685,0.1206057506312733,0.4259259259259259,2.388888888888889,0.3148148148148148,4103658441,0.0384279213241088,0.0,0.0263838086820007,0.0616582556467467,0.0,0.9814814814814816,0.0811675396248114,0.0802691262977766,0.0,0.0811675396248114,0.0399869341494729,0.0185185185185185,0.0419919787942581,0.0,0.0,0.0698271936931736,2019,3.8,3281.1
C-170,0.0490416137167122,0.0,6.903061224489796,0.2903601717295329,0.8949974347244049,0.2699181332176241,0.0796110596775135,2.9285714285714284,0.0,0.2023557552570118,0.3211421783336146,0.2857142857142857,2.357142857142857,0.4285714285714285,4078169229,0.1023236976534107,0.0,0.0702533150245822,0.0,0.0,1.0,0.1080641691986322,0.0,0.1805244616019118,0.1080641691986322,0.1064749489176905,0.3571428571428571,0.0,0.2142857142857142,0.2857142857142857,0.0,2021,5.62,3743.1
C-171,9.992856571248709,0.0,3.36,0.0,0.66332495807108,0.0,0.1057393860277603,2.4,0.1538489495016579,0.3583584727504694,0.1706163786899338,0.4,1.4,0.7,4073930183,0.0,0.0,0.0933104323344709,0.1090319930820349,0.161619564803984,0.5,0.0,0.0,0.2397725367568471,0.0,0.0,0.0,0.0,0.1,0.2,0.0,2018,3.18,2955.7
C-172,17.22823281435061,0.0,9.091836734693878,0.0,0.5624291338579864,0.0,0.089820927786157,3.5357142857142856,0.0653439361731143,0.2283072446677551,0.1449310612170648,0.5,2.571428571428572,0.0357142857142857,4035754813,0.1731695852618243,0.0,0.0,0.1389267775930409,0.0686443330363087,0.7857142857142857,0.0609615295737799,0.0602867690616506,0.1527571171787847,0.0,0.0,0.75,0.1261536456056476,0.0714285714285714,0.2857142857142857,0.1573328162855602,2019,3.8,3281.1
C-173,37.78308894379186,0.0,5.0,0.0534188469193407,0.816496580927726,0.1489741036439807,0.1318175935150248,2.5,0.0639307611224415,0.1861414230631969,0.1417966776495232,0.5833333333333334,2.0,0.25,3970030090,0.0564748316748481,0.0570830482171973,0.0,0.1812296626531377,0.0671597812247987,0.5833333333333334,0.1192862632123935,0.1179659279022736,0.1494534816855408,0.0,0.1175320078459692,0.1666666666666666,0.0,0.0,0.0833333333333333,0.0513100744753912,2019,3.8,3281.1
