id_contrato,sobrecosto,prop_tipo_Riesgos Legales y Regulatorios,prop_asig_EDU y Contratista,valor_inicial,tfidf_demoras,tfidf_ejecución,imp_promedio,tfidf_departamento,tfidf_construccion,tfidf_municipio,prop_tipo_Regulatorio,tfidf_desarrollo,tfidf_ley,suma_impacto,val_std,tfidf_ejecución contrato,tfidf_obras,tfidf_servicios,tfidf_contrato,prop_tipo_Cumplimiento,prop_tipo_Operacional,tfidf_cambio,tfidf_incumplimiento,tfidf_riesgo,tfidf_actividades,tfidf_contratista,tfidf_precios,imp_std,tfidf_calidad,val_promedio,tfidf_obra,anio_inicio,anio_fin,duracion,ipc_acumulado,trm_promedio,pct_riesgos_con_mitigacion,avg_longitud_mitigacion,n_distinct_codes_mitigacion
C-021,19.95,0.0,0.0,21318009743.0,0.23400158268225235,0.06343428603228463,3.1153846153846154,0.0,0.08688507544824473,0.0597334179516252,0.038461538461538464,0.10283713591671483,0.0,81.0,0.9230769230769231,0.0,0.0,0.08927992485390676,0.05658080864395789,0.0,0.5384615384615384,0.0,0.08617053212469322,0.0,0.0,0.3093866776619112,0.15906545192183402,0.6401275760420476,0.0,5.384615384615385,0.12984884841799324,2020,2021,1,7.32,3718.23,1.0,111.73076923076923,0
C-022,47.64,0.0,0.0,21221757249.0,0.0,0.0,2.0952380952380953,0.16556301848878344,0.0,0.0,0.09523809523809523,0.0,0.0,44.0,2.0146853144101122,0.0,0.0,0.12809857128413296,0.0,0.0,0.42857142857142855,0.1417651606810202,0.12363722382192016,0.0,0.0,0.08878141742992554,0.0,0.6834619092574916,0.12809857128413296,4.809523809523809,0.2794601136669812,2019,2021,2,11.4,3572.51,1.0,57.095238095238095,0
C-023,17.11,0.0,0.0,20365882350.0,0.0,0.0,3.4166666666666665,0.0,0.12243693716856624,0.08417529366091597,0.08333333333333333,0.14491630333371008,0.0,82.0,2.3180301742835203,0.0,0.0,0.12581171729848492,0.15946538291293832,0.0,0.3333333333333333,0.0,0.24286003028949718,0.0,0.0,0.08719646502752308,0.11207613414713698,1.3202482931462383,0.0,6.291666666666667,0.09149036939396304,2021,2023,2,30.56,4107.86,1.0,57.041666666666664,0
C-024,19.56,0.0,0.0,20271106341.0,0.0,0.05766306323321778,3.7222222222222223,0.0,0.07898031038049648,0.05429889846522068,0.0,0.0,0.0,67.0,1.4196591487978485,0.0,0.0,0.0,0.10286622426750858,0.0,0.0,0.08981579080004844,0.0,0.0,0.0,0.3937343437244011,0.0,0.8695819912499182,0.0,5.388888888888889,0.0,2019,2021,2,11.4,3572.51,1.0,81.44444444444444,0
C-025,70.0,0.0,0.0,19898010001.0,0.0,0.0,3.8333333333333335,0.0,0.27995762691079534,0.192470638377578,0.0,0.0,0.0,69.0,3.0590888662080453,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.31836562214507647,0.0,0.0,0.0,0.0,0.0,0.8975274678557507,0.0,6.444444444444445,0.0,2019,2020,1,5.47,3487.23,1.0,12.333333333333334,18
C-026,44.22,0.0,0.0,19387028406.0,0.0,0.0,2.1818181818181817,0.16689533539557802,0.12566563075068068,0.0863950178446517,0.0,0.0,0.0,48.0,1.9922370000737386,0.0,0.10940766986554515,0.0,0.0,0.0,0.0,0.28581194345486993,0.12463215593363598,0.0,0.12751025466869995,0.17899171655735518,0.11503161068385288,0.7158188976374374,0.12912940470222292,5.590909090909091,0.09390299400969385,2022,2024,2,30.05,4217.26,1.0,33.68181818181818,2
C-027,1.25,0.0,0.0,19382081781.0,0.0,0.0,2.0,0.2339703157140773,0.1761704557617279,0.7267022611503884,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.18102631517255963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16126263927633408,0.0,0.18102631517255963,4.0,0.1316424638404082,2020,2021,1,7.32,3718.23,1.0,68.83333333333333,0
C-028,2.865528154529257,0.0,0.0,16978453631.0,0.08300256658082719,0.2700088686349527,2.85,0.24558217596617085,0.0,0.0,0.0,0.0,0.0,57.0,1.2688577540449522,0.11350890122814078,0.1609905607564448,0.0,0.08027898414762899,0.0,0.0,0.07009414895109851,0.0,0.06189408749011429,0.0,0.2633816884569444,0.1128440296216232,0.852936105461599,0.0633368614184137,5.7,0.18423444085663707,2019,2021,2,11.4,3572.51,1.0,164.35,0
C-029,55.70430296245156,0.0,0.0,16932183053.0,0.0,0.0,3.909090909090909,0.0,0.03733081544485494,0.025664904932617565,0.0,0.17673894495590964,0.0,43.0,1.504813214295168,0.0,0.06500230027262503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11363636395875668,0.18610238487371591,0.0,0.9958591954639384,0.0,5.909090909090909,0.055790518348649,2019,2021,2,11.4,3572.51,1.0,280.90909090909093,0
C-030,16.284867383082652,0.0,0.0,16930449221.0,0.0,0.07422299198364812,0.0,0.0,0.10166221868110258,0.06989269177748639,0.0,0.0,0.0,0.0,2.312894500157353,0.0,0.08850969348435535,0.0,0.1324077929803276,0.0,0.0,0.0,0.3024784441585421,0.0,0.0,0.1448024803763714,0.0,0.0,0.10446437662054925,6.0588235294117645,0.3798328411196095,2018,2019,1,7.1,3118.82,0.9411764705882353,35.1875,5
