id_contrato,valor_inicial,n_riesgos,prob_promedio,prob_std,imp_promedio,imp_std,val_promedio,val_std,interaccion_prob_x_impacto,anio_inicio,anio_fin,duracion,ipc_acumulado,trm_promedio,sobrecosto,tfidf_desarrollo,tfidf_insumos,tfidf_expedicion,tfidf_materiales,tfidf_obra,tfidf_ejecucion,tfidf_contrato,prop_tipo_operacional,prop_cate_bajo,tfidf_riesgo,tfidf_tecnicas,tfidf_municipio,tfidf_obras,tfidf_informacion,prop_fuen_externo,tfidf_cuando,tfidf_disenos,tfidf_ejecucion contrato,tfidf_calidad,tfidf_manejo,prop_cate_alto,tfidf_pago,prop_tipo_economico,prop_asig_entidad,tfidf_falta,svr_pred,abs_error,rmse_heuristic,bucket
C-058,10077732151,15,2.8,0.9411239481143201,2.6,0.828078671210825,5.133333333333334,1.6846647257229668,7.279999999999999,2019,2021,2,11.4,3572.51,19.05160330947557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.11,5.058396690524429,16.0,11-20
C-059,9649099952,8,2.125,0.6408699444616557,3.75,0.8864052604279182,3.875,2.5877458475338284,7.96875,2019,2021,2,11.4,3572.51,36.54453415905501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.45,16.094534159055012,12.0,1-10
C-060,9626473624,7,2.4285714285714284,0.5345224838248487,4.428571428571429,0.5345224838248488,6.857142857142857,0.6900655593423543,10.755102040816327,2019,2020,1,5.47,3487.23,27.82574321215425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.44,7.3857432121542494,12.0,1-10
C-061,9375685158,9,2.4444444444444446,0.8819171036881969,2.7777777777777777,0.6666666666666665,5.222222222222222,1.3017082793177757,6.790123456790123,2018,2020,2,8.83,3310.33,18.819214364237293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.71,2.8907856357627075,12.0,1-10
C-062,9335677417,6,2.8333333333333335,0.408248290463863,2.8333333333333335,0.4082482904638631,5.666666666666667,0.5163977794943222,8.027777777777779,2018,2019,1,7.1,3118.82,48.35405948988565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.89,27.46405948988565,12.0,1-10
C-063,9259018215,27,2.814814814814815,0.5572623354770271,2.7037037037037037,0.992851945536184,5.407407407407407,1.1183524715903526,7.6104252400548695,2021,2024,3,37.35,4098.72,32.86402098302817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.52,4.3440209830281695,20.0,21-30
C-064,9183047566,16,2.125,0.8850612031567836,3.0,0.894427190999916,4.3125,1.701714821388511,6.375,2019,2021,2,11.4,3572.51,18.226445839145946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.03,2.8035541608540555,16.0,11-20
C-065,9166572305,16,2.0,1.414213562373095,3.5625,1.1528949070347507,5.5625,1.931105037709411,7.125,2019,2022,3,26.01,3743.24,49.99994323396111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.67,23.32994323396111,16.0,11-20
C-066,9149106788,19,3.0526315789473686,0.9703197760719181,2.8421052631578947,0.8342100651206132,5.894736842105263,1.5236920380774406,8.67590027700831,2019,2020,1,5.47,3487.23,19.55242849877205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.67,3.1175715012279532,16.0,11-20
C-067,8882644657,10,1.8,0.7888106377466155,2.6,1.1737877907772671,4.4,1.505545305418162,4.680000000000001,2018,2019,1,7.1,3118.82,21.390018506512007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26,4.130018506512005,12.0,1-10
C-068,8813401484,22,2.590909090909091,0.7341396590302414,3.0,1.1952286093343936,5.590909090909091,1.4026875872882272,7.7727272727272725,2022,2023,1,23.62,4290.24,57.99999999183062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.31,35.68999999183062,20.0,21-30
C-069,8742335104,22,2.4545454545454546,1.1843130509275843,2.909090909090909,1.1916012000302025,5.363636363636363,1.6196841122196088,7.140495867768595,2018,2021,3,14.94,3418.52,46.11076070689134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.48,20.63076070689134,20.0,21-30
C-070,8683800488,19,2.263157894736842,0.65337629647495,2.6315789473684212,0.7608859102526822,4.894736842105263,0.8752610304046611,5.955678670360111,2021,2022,1,19.48,3999.26,5.10063975573917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.21,15.10936024426083,16.0,11-20
C-071,8622290255,7,2.142857142857143,1.0690449676496976,2.4285714285714284,0.9759000729485332,4.571428571428571,1.7182493859684491,5.204081632653061,2019,2020,1,5.47,3487.23,50.67356457254871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.59,31.083564572548713,12.0,1-10
C-072,8546979217,11,3.0,0.7745966692414834,3.909090909090909,0.5393598899705937,6.909090909090909,1.2210278829367864,11.727272727272727,2018,2019,1,7.1,3118.82,20.95585826905375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.05,2.0941417309462516,16.0,11-20
C-073,8524341000,10,1.8,0.7888106377466155,2.6,1.1737877907772671,4.4,1.505545305418162,4.680000000000001,2018,2019,1,7.1,3118.82,4.851334079666686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.26,12.408665920333316,12.0,1-10
C-074,8457644616,8,1.875,0.8345229603962803,2.25,1.0350983390135313,4.125,1.5526475085202969,4.21875,2018,2019,1,7.1,3118.82,4.688791501711876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.05,13.361208498288125,12.0,1-10
C-075,7919544383,13,1.6923076923076923,0.6304251719561152,3.3076923076923075,0.6304251719561151,5.0,0.9128709291752767,5.597633136094674,2019,2019,0,3.8,3281.09,5.682136916436295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.35,9.667863083563706,16.0,11-20
C-076,7742182333,10,2.4,0.8432740427115678,2.4,0.8432740427115678,4.8,1.5491933384829668,5.76,2021,2022,1,19.48,3999.26,15.155473825496122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.36,6.2045261745038776,12.0,1-10
C-077,7583528100,16,2.125,0.8850612031567836,3.0,0.894427190999916,4.3125,1.701714821388511,6.375,2019,2020,1,5.47,3487.23,5.679930176562542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.34,12.660069823437457,16.0,11-20
C-078,7561056273,10,2.3,1.4181364924121764,2.9,1.3703203194062978,5.2,1.0327955589886444,6.669999999999999,2018,2019,1,7.1,3118.82,3.559557650180181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.02,18.460442349819818,12.0,1-10
C-079,7490045367,10,1.8,0.7888106377466155,2.6,1.1737877907772671,4.4,1.505545305418162,4.680000000000001,2018,2019,1,7.1,3118.82,4.062935764591878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.27,13.207064235408122,12.0,1-10
C-080,7458571261,27,1.6666666666666667,0.8320502943378437,2.962962962962963,0.854016820293798,4.62962962962963,0.7415238026237256,4.938271604938271,2018,2020,2,8.83,3310.33,0.9787371125849192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,17.52126288741508,20.0,21-30
C-081,7454324149,10,1.8,0.7888106377466155,2.6,1.1737877907772671,4.4,1.505545305418162,4.680000000000001,2018,2019,1,7.1,3118.82,5.937048700241597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.27,11.332951299758403,12.0,1-10
C-082,7297395222,10,1.4,0.6992058987801011,2.5,0.7071067811865476,3.9,0.7378647873726218,3.5,2019,2020,1,5.47,3487.23,19.164473493004955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.74,3.424473493004955,12.0,1-10
C-083,7291515171,25,2.32,0.9451631252505217,1.96,1.42828568570857,4.28,1.173314393786536,4.547199999999999,2021,2022,1,19.48,3999.26,19.98433151172004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.78,1.7956684882799614,20.0,21-30
C-084,7264603143,23,1.7826086956521738,0.7358681786057778,3.130434782608696,0.45769658728016005,4.521739130434782,1.2745610730183763,5.5803402646502835,2019,2020,1,5.47,3487.23,6.495572706606693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.44,9.944427293393307,20.0,21-30
C-085,7238530916,10,2.4,0.966091783079296,2.8,0.7888106377466155,5.2,0.9189365834726815,6.72,2019,2021,2,11.4,3572.51,28.85055233215778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.49,6.360552332157781,12.0,1-10
C-086,7209951179,9,2.888888888888889,0.7817359599705717,3.2222222222222223,0.6666666666666666,6.111111111111111,1.1666666666666665,9.308641975308642,2021,2023,2,30.56,4107.86,37.377607699332245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.65,10.727607699332246,12.0,1-10
C-087,7105904350,6,1.6666666666666667,0.816496580927726,3.1666666666666665,0.752772652709081,4.833333333333333,0.7527726527090809,5.277777777777778,2018,2020,2,8.83,3310.33,11.806819578144196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.38,6.5731804218558025,12.0,1-10
C-088,7025949948,20,2.05,0.6048053188292994,2.05,1.1459310165698637,4.1,1.4473205733717955,4.2025,2020,2021,1,7.32,3718.23,53.90865134298563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.98,35.92865134298563,16.0,11-20
C-089,6962401040,18,1.8333333333333333,0.9235481451827989,2.8333333333333335,0.7859052479933758,4.666666666666667,0.6859943405700355,5.194444444444445,2019,2020,1,5.47,3487.23,21.33697865815555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.54,3.7969786581555525,16.0,11-20
C-090,6953927441,11,2.090909090909091,1.044465935734187,2.727272727272727,0.7862453931068965,4.818181818181818,0.7507571935295482,5.702479338842974,2022,2023,1,23.62,4290.24,1.2401362500785404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.69,20.449863749921462,16.0,11-20
C-091,6952609265,10,1.8,0.7888106377466155,2.6,1.1737877907772671,4.4,1.505545305418162,4.680000000000001,2018,2019,1,7.1,3118.82,3.55824303611286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.28,13.721756963887142,12.0,1-10
C-092,6860088181,35,1.6571428571428573,0.8023075962444807,3.0,0.8401680504168059,4.6571428571428575,0.6835399701234031,4.9714285714285715,2019,2020,1,5.47,3487.23,31.61044894446088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.36,15.250448944460882,24.0,>30
C-093,6764751489,35,1.6571428571428573,0.8023075962444807,3.0,0.8401680504168059,4.6571428571428575,0.6835399701234031,4.9714285714285715,2018,2019,1,7.1,3118.82,16.290954660965816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.72,0.4290453390341824,24.0,>30
C-094,6754889867,45,2.7333333333333334,0.7198484689028782,3.5555555555555554,0.7247430753394789,6.266666666666667,0.8893306982833163,9.718518518518518,2018,2019,1,7.1,3118.82,31.346589355133304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,9.946589355133305,24.0,>30
C-095,6746951851,17,1.8235294117647058,0.9510056596602791,2.8823529411764706,0.781213234429025,4.705882352941177,0.6859943405700354,5.256055363321799,2019,2021,2,11.4,3572.51,17.785809451450906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.27,2.484190548549094,16.0,11-20
C-096,6639943154,12,2.0833333333333335,0.996204919895622,2.75,0.7537783614444091,4.833333333333333,0.7177405625652733,5.729166666666667,2020,2021,1,7.32,3718.23,13.803877860729049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.92,5.116122139270953,16.0,11-20
C-097,6612692084,10,1.8,0.7888106377466155,2.6,1.1737877907772671,4.4,1.505545305418162,4.680000000000001,2018,2019,1,7.1,3118.82,15.338804576342044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29,1.9511954236579552,12.0,1-10
C-098,6535562396,7,2.5714285714285716,0.5345224838248487,1.0,0.0,3.5714285714285716,0.5345224838248487,2.5714285714285716,2022,2022,0,13.12,4255.44,49.99998884564241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.95,30.049988845642414,12.0,1-10
C-099,6489298813,22,2.590909090909091,0.7341396590302414,3.0,1.1952286093343936,5.590909090909091,1.4026875872882272,7.7727272727272725,2022,2023,1,23.62,4290.24,64.38582152558368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.21,42.17582152558368,20.0,21-30
C-100,6473400569,22,1.7727272727272727,0.8691439785278706,2.9545454545454546,0.843872746402686,4.7272727272727275,0.7025001733142089,5.237603305785124,2018,2021,3,14.94,3418.52,49.98314338054058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17,27.81314338054058,20.0,21-30
C-102,6407604628,12,2.0833333333333335,0.996204919895622,2.75,0.7537783614444091,4.833333333333333,0.7177405625652733,5.729166666666667,2021,2023,2,30.56,4107.86,41.30464550566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.93,16.374645505665242,16.0,11-20
C-103,6340387359,26,1.7307692307692308,0.827414880586145,2.9615384615384617,0.8236877675803728,4.6923076923076925,0.6793662204867575,5.125739644970414,2019,2021,2,11.4,3572.51,19.74000000525836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.36,0.38000000525835986,20.0,21-30
C-104,6329129945,27,1.7037037037037037,0.8234456132997965,2.962962962962963,0.807726223680804,4.666666666666667,0.6793662204867575,5.0480109739369,2018,2019,1,7.1,3118.82,7.691382010327803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.97,9.278617989672195,20.0,21-30
C-105,6320200686,17,1.8235294117647058,0.9510056596602791,2.8823529411764706,0.781213234429025,4.705882352941177,0.6859943405700354,5.256055363321799,2019,2020,1,5.47,3487.23,10.166540588233469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,7.48345941176653,16.0,11-20
C-106,6240800478,15,2.3333333333333335,0.9759000729485331,2.7333333333333334,0.5936168397046636,5.066666666666666,0.8837151016885364,6.377777777777778,2019,2021,2,11.4,3572.51,42.94402965529321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,20.644029655293206,16.0,11-20
C-107,6103224071,10,1.4,0.6992058987801011,2.6,0.8432740427115678,4.0,0.816496580927726,3.6399999999999997,2019,2020,1,5.47,3487.23,4.521635250314243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.62,11.098364749685757,12.0,1-10
C-108,6007199469,13,2.0,1.0,2.769230769230769,0.7250110520819842,4.769230769230769,0.7250110520819842,5.538461538461538,2020,2021,1,7.32,3718.23,29.270086037158027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.67,10.600086037158025,16.0,11-20
C-109,5976233572,37,3.675675675675676,0.6260126930757012,3.6216216216216215,0.7941225539113158,7.297297297297297,0.9388191419977447,13.31190650109569,2021,2021,0,5.62,3743.09,49.99999998326705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,26.89999998326705,24.0,>30
C-110,2741994019,27,2.4444444444444446,0.9740215340114144,3.4074074074074074,0.7970744227031974,5.851851851851852,1.4598130466104662,8.329218106995885,2019,2022,3,26.01,3743.24,66.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.72,39.57000000000001,20.0,21-30
C-111,591844924,13,2.5384615384615383,0.9674179220468452,2.5384615384615383,0.8770580193070292,5.076923076923077,1.6563785025137652,6.44378698224852,2019,2024,5,44.87,3894.88,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.68,25.13,16.0,11-20
C-112,1160795062,8,2.0,1.414213562373095,3.125,0.991031208965115,5.625,2.7742437837054927,6.25,2019,2024,5,44.87,3894.88,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.03,28.029,12.0,1-10
C-113,19872345706,29,2.4482758620689653,0.9481638984506442,2.896551724137931,0.724313842109842,5.344827586206897,1.289403573887819,7.091557669441141,2019,2023,4,37.71,3859.61,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.18,27.16,20.0,21-30
C-114,242245028,7,1.8571428571428572,0.8997354108424372,3.0,0.816496580927726,4.857142857142857,0.6900655593423541,5.571428571428571,2019,2022,3,26.01,3743.24,11.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.82,12.97,12.0,1-10
C-115,5966818644,10,1.5,0.5270462766947299,3.2,0.9189365834726815,4.7,0.6749485577105528,4.800000000000001,2018,2023,5,42.09,3709.1,3.9119997594483618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.47,22.558000240551635,12.0,1-10
C-116,5955618788,20,2.7,0.8645047258706174,3.6,0.8207826816681232,6.25,1.164157703189193,9.72,2021,2022,1,19.48,3999.26,18.207227084192613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.49,4.282772915807385,16.0,11-20
C-117,5751043625,5,2.6,0.5477225575051662,2.6,0.5477225575051662,5.2,1.0954451150103324,6.760000000000001,2020,2020,0,1.61,3693.36,2.1765061815193585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.81,15.633493818480641,12.0,1-10
C-118,5709597038,37,3.7027027027027026,0.5198752449100364,3.6216216216216215,0.7941225539113158,7.108108108108108,0.965625409997289,13.409788166544923,2021,2022,1,19.48,3999.26,49.91240858213434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.31,24.60240858213434,24.0,>30
C-119,5690000000,15,1.9333333333333333,0.9611501047232549,2.8,0.7745966692414834,4.333333333333333,0.9759000729485332,5.413333333333333,2019,2020,1,5.47,3487.23,43.93673110720562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,25.836731107205615,16.0,11-20
C-120,5569940623,24,1.9583333333333333,0.5500329370901873,3.1666666666666665,0.48154341234307674,4.958333333333333,0.9545846657358223,6.201388888888888,2018,2019,1,7.1,3118.82,16.34622770017274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.01,0.6637722998272615,20.0,21-30
C-121,5498390808,22,1.4545454545454546,0.5096471914376255,3.090909090909091,0.6837634587578277,4.0,0.8728715609439694,4.4958677685950414,2019,2020,1,5.47,3487.23,52.402962623314494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,37.572962623314496,20.0,21-30
C-122,5459358143,12,4.75,0.45226701686664533,2.3333333333333335,0.8876253645985945,182.08333333333334,51.410042056415634,11.083333333333334,2019,2021,2,11.4,3572.51,46.30385493652344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.84,16.463854936523443,16.0,11-20
C-123,5449055910,11,2.1818181818181817,0.7507571935295484,2.272727272727273,0.9045340337332909,4.0,1.61245154965971,4.958677685950414,2019,2019,0,3.8,3281.09,19.99999665997188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.66,2.339996659971881,16.0,11-20
