feature,importance,cumsum,pct
prop_asig_no especificado,0.0005696092194664288,0.9941212985199082,0.05696092194664287
prop_cate_extremo,0.0005603284498039121,0.9946816269697121,0.05603284498039121
prop_asig_interventoria,0.0005593749001421484,0.9952410018698542,0.05593749001421484
tfidf_documentos,0.0005531857247207729,0.9957941875945749,0.05531857247207728
tfidf_orden publico,0.0005215554089677817,0.9963157430035428,0.052155540896778166
prop_asig_compartido,0.0005193717167441784,0.996835114720287,0.05193717167441784
prop_etap_no especificado,0.0004888190464506003,0.9973239337667376,0.04888190464506004
tfidf_fuerza mayor,0.0004527593571427793,0.9977766931238803,0.045275935714277925
n_categoria_extremo,0.00041278552493873304,0.998189478648819,0.041278552493873306
imp_min,0.0004030051605114137,0.9985924838093304,0.04030051605114137
tfidf_plazo,0.0003284777891588846,0.9989209615984893,0.032847778915888456
tfidf_demas,0.000302844995872451,0.9992238065943617,0.0302844995872451
prop_tipo_tecnico,0.0002951109059974936,0.9995189175003593,0.02951109059974936
tfidf_asume,0.00012421771511050475,0.9996431352154698,0.012421771511050476
tfidf_dentro,0.00012113476192411962,0.9997642699773939,0.012113476192411961
tfidf_fuerza,0.00012089064821562903,0.9998851606256095,0.012089064821562903
tfidf_proponente,0.00011483937438960561,0.9999999999999991,0.01148393743896056
prop_asig_publico,0.0,0.9999999999999991,0.0
prop_etap_contratacion / ejecucion,0.0,0.9999999999999991,0.0
prop_etap_calidad / garantia,0.0,0.9999999999999991,0.0
prop_fuen_no especificado,0.0,0.9999999999999991,0.0
prop_clas_riesgos tecnologicos,0.0,0.9999999999999991,0.0
prop_clas_derivados de circunstancias economicas o legales,0.0,0.9999999999999991,0.0
prop_clas_juridicos,0.0,0.9999999999999991,0.0
"prop_clas_f. supervision, seguimiento y control",0.0,0.9999999999999991,0.0
prop_clas_e. tecnicos - operativos - constructivos,0.0,0.9999999999999991,0.0
n_categoria_no especificado,0.0,0.9999999999999991,0.0
prop_tipo_no especificado,0.0,0.9999999999999991,0.0
