fila,url,entidad,municipio,departamento,tipo,pass,body_len,timestamp
1412,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-15188,BOYACÁ - ALCALDÍA MUNICIPIO DE MARIPÍ,Maripí,Boyacá,MATRIZ_RIESGO,1,8456,2026-07-19T18:40:42.730657
1413,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9921840,BOYACÁ - ALCALDÍA MUNICIPIO DE RONDÓN,Rondón,Boyacá,ESTUDIOS_PREVIOS,1,8041,2026-07-19T18:40:45.972175
1414,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-20999,BOYACÁ - ALCALDÍA MUNICIPIO DE MONGUI,Monguí,Boyacá,MATRIZ_RIESGO,1,16597,2026-07-19T18:40:49.386853
1425,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21329,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE CAPARRAPÍ,Caparrapí,Cundinamarca,ESTUDIOS_PREVIOS,1,8726,2026-07-19T18:41:17.573433
1426,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-11-12901274,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE PUERTO SALGAR,Puerto Salgar,Cundinamarca,ESTUDIOS_PREVIOS,1,8297,2026-07-19T18:41:21.154127
1430,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11464512,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,Neiva,Huila,SIN_DOCUMENTO,1,6050,2026-07-19T18:41:33.444861
1431,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-34910,BOYACÁ - ALCALDÍA MUNICIPIO DE LA UVITA,La Uvita,Boyacá,MATRIZ_RIESGO,1,10170,2026-07-19T18:41:36.815841
1432,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-19996,SANTANDER - ALCALDÍA MUNICIPIO DE SUAITA,Suaita,Santander,MATRIZ_RIESGO,1,12699,2026-07-19T18:41:39.935778
1433,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-34518,BOYACÁ - ALCALDÍA MUNICIPIO DE SAMACÁ,Samacá,Boyacá,MATRIZ_RIESGO,1,9485,2026-07-19T18:41:43.241845
1442,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4543,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,1,4740,2026-07-19T18:42:06.322230
1443,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-6612,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,1,4916,2026-07-19T18:42:09.847557
1444,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-14903,SANTANDER - ALCALDÍA MUNICIPIO DE SAN VICENTE CHUCURÍ,San Vicente de Chucurí,Santander,ESTUDIOS_PREVIOS,1,9200,2026-07-19T18:42:13.397364
1445,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-1-217123,BOYACÁ - ALCALDÍA MUNICIPIO DE SORA,Sora,Boyacá,MATRIZ_RIESGO,1,11207,2026-07-19T18:42:17.190132
1452,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=23-21-41738,BOYACÁ - ALCALDÍA MUNICIPIO DE SAMACÁ,Samacá,Boyacá,ESTUDIOS_PREVIOS,1,7017,2026-07-19T18:42:35.465133
1461,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-3150,CAUCA - ALCALDÍA MUNICIPIO DE SUAREZ,Suárez,Cauca,MATRIZ_RIESGO,1,8234,2026-07-19T18:42:59.544308
1462,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-1-218824,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE GAMA,Gama,Cundinamarca,ESTUDIOS_PREVIOS,1,6612,2026-07-19T18:43:02.710644
1463,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-200480,SANTANDER - ALCALDÍA MUNICIPIO DE SAN JOSÉ DE MIRANDA,San José de Miranda,Santander,MATRIZ_RIESGO,1,8112,2026-07-19T18:43:07.009533
1474,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-31852,BOYACÁ - ALCALDÍA MUNICIPIO DE SIACHOQUE,Siachoque,Boyacá,MATRIZ_RIESGO,1,9619,2026-07-19T18:43:34.465475
1475,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-34669,BOYACÁ - ALCALDÍA MUNICIPIO DE TIBANÁ,Tibaná,Boyacá,ESTUDIOS_PREVIOS,1,7511,2026-07-19T18:43:38.342767
1476,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-29841,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE GACHETÁ,Gachetá,Cundinamarca,MATRIZ,1,8470,2026-07-19T18:43:42.149985
1479,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-22541,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE CHOACHÍ,Choachí,Cundinamarca,MATRIZ_RIESGO,1,12882,2026-07-19T18:43:50.251624
1480,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-28655,PUTUMAYO - ALCALDÍA MUNICIPIO DE VILLAGARZÓN,Villa Garzón/Villa Amazonica,Putumayo,MATRIZ_RIESGO,1,11334,2026-07-19T18:43:53.499383
1481,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-24059,BOYACÁ - ALCALDÍA MUNICIPIO DE TUTA,Tuta,Boyacá,MATRIZ_RIESGO,1,30118,2026-07-19T18:43:56.737619
1482,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-6481,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,1,4935,2026-07-19T18:43:59.854997
1484,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-6458,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,1,5122,2026-07-19T18:44:05.794361
1498,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-27000,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE LABATECA,Labateca,Norte De Santander,ESTUDIOS_PREVIOS,1,8558,2026-07-19T18:44:40.780297
1499,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-28350,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE CHOCONTÁ,Chocontá,Cundinamarca,MATRIZ,1,16759,2026-07-19T18:44:44.064336
1500,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=23-21-35951,CASANARE - ALCALDÍA MUNICIPIO DE TAMARA,Támara,Casanare,MATRIZ,1,7345,2026-07-19T18:44:47.265632
1501,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-6527,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,1,4897,2026-07-19T18:44:50.445888
1512,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-31020,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE GUASCA,Guasca,Cundinamarca,MATRIZ_RIESGO,1,10777,2026-07-19T18:45:18.507641
1518,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8313040,CALDAS - ALCALDÍA MUNICIPIO DE LA DORADA,La Dorada,Caldas,MATRIZ_RIESGO,1,7206,2026-07-19T18:45:33.338962
1519,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9304495,ANTIOQUIA - EMPRESAS PÚBLICAS DE URRAO E.S.P.,Urrao,Antioquia,ESTUDIOS_PREVIOS,1,5127,2026-07-19T18:45:36.545625
1520,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-10697,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE COGUA,Cogua,Cundinamarca,MATRIZ_RIESGO,1,9517,2026-07-19T18:45:39.818303
1521,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-20216,META - ALCALDÍA MUNICIPIO DE RESTREPO,Restrepo,Meta,ESTUDIOS_PREVIOS,1,7940,2026-07-19T18:45:43.025906
1523,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-6617,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,1,4955,2026-07-19T18:45:48.936619
1524,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9521657,ANTIOQUIA - ALCALDÍA MUNICIPIO DE ITAGÜÍ,Itagüí,Antioquia,MATRIZ_RIESGO,1,7939,2026-07-19T18:45:52.924018
1525,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-4439,BOYACÁ - ALCALDÍA MUNICIPIO DE TUNJA,Tunja,Boyacá,ESTUDIOS_PREVIOS,1,8120,2026-07-19T18:45:56.789530
1542,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-28929,SANTANDER - ALCALDÍA MUNICIPIO DE CHARALÁ,Charalá,Santander,MATRIZ_RIESGO,1,15591,2026-07-19T18:46:40.329463
1543,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-13213,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE YUMBO,Yumbo,Valle del Cauca,ESTUDIOS_PREVIOS,1,7868,2026-07-19T18:46:43.593143
1544,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-12-11508247,INSTITUTO NACIONAL DE VÍAS (INVIAS),Bogotá D.C.,Bogotá D.C.,ESTUDIOS_PREVIOS,1,5582,2026-07-19T18:46:47.254379
1545,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-27166,BOYACÁ - ALCALDÍA MUNICIPIO DE BOYACÁ,Boyacá,Boyacá,ESTUDIOS_PREVIOS,1,9070,2026-07-19T18:46:51.441374
1546,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-20371,BOYACÁ - ALCALDÍA MUNICIPIO DE OICATÁ,Oicatá,Boyacá,ESTUDIOS_PREVIOS,1,8929,2026-07-19T18:46:54.574856
1554,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-1-212213,SANTANDER - ALCALDÍA MUNICIPIO DE SANTA BÁRBARA,Santa Bárbara,Santander,MATRIZ_RIESGO,1,12739,2026-07-19T18:47:15.317436
1555,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11259599,BOYACÁ - EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS DE DUITAMA S.A. E.S.P.,Duitama,Boyacá,SIN_DOCUMENTO,1,3960,2026-07-19T18:47:18.846137
1556,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9941804,SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,Bucaramanga,Santander,ESTUDIOS_PREVIOS,1,10607,2026-07-19T18:47:22.572194
1557,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-24235,BOYACÁ - ALCALDÍA MUNICIPIO DE MIRAFLORES,Miraflores,Boyacá,MATRIZ_RIESGO,1,8505,2026-07-19T18:47:26.537118
495,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-1-210253,RISARALDA - AEROPUERTO INTERNACIONAL MATECAÑA DE PEREIRA,Pereira,Risaralda,MATRIZ_RIESGO,2,13655,2026-07-19T18:48:10.162116
496,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-25466,BOYACÁ - ALCALDÍA MUNICIPIO DE MIRAFLORES,Miraflores,Boyacá,ESTUDIOS_PREVIOS,2,9349,2026-07-19T18:48:14.030032
497,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8397418,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,2,4860,2026-07-19T18:48:17.715447
498,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-203084,ANTIOQUIA - ALCALDÍA MUNICIPIO DE LA CEJA,La Ceja,Antioquia,ESTUDIOS_PREVIOS,2,8669,2026-07-19T18:48:21.510609
511,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8712821,ANTIOQUIA - AGENCIA DE DESARROLLO LOCAL DE ITAGÜÍ - ADELI,Itagüí,Antioquia,MATRIZ_RIESGO,2,6524,2026-07-19T18:48:44.566152
512,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-28788,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SONSÓN,Sonsón,Antioquia,MATRIZ_RIESGO,2,13912,2026-07-19T18:48:47.838482
513,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-205785,ANTIOQUIA - ALCALDÍA MUNICIPIO DE JERICÓ,Jericó,Antioquia,ESTUDIOS_PREVIOS,2,14119,2026-07-19T18:48:51.034878
514,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11869597,NORTE DE SANTANDER - UNIVERSIDAD DE PAMPLONA,San José de Cúcuta,Norte De Santander,ESTUDIOS_PREVIOS,2,10423,2026-07-19T18:48:54.196223
520,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8814427,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE TOCANCIPÁ,Tocancipá,Cundinamarca,ESTUDIOS_PREVIOS,2,10213,2026-07-19T18:49:10.270254
521,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21774,ANTIOQUIA - ALCALDÍA MUNICIPIO DE TURBO,Turbo,Antioquia,MATRIZ_RIESGO,2,9387,2026-07-19T18:49:13.920462
526,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7257,SANTANDER - ALCALDÍA MUNICIPIO DE SOCORRO,Socorro,Santander,ESTUDIOS_PREVIOS,2,9484,2026-07-19T18:49:17.744168
527,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-28799,ANTIOQUIA - ALCALDÍA MUNICIPIO DE MACEO,Maceo,Antioquia,ESTUDIOS_PREVIOS,2,8107,2026-07-19T18:49:21.480720
532,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-192759,BOYACÁ - ALCALDÍA MUNICIPIO DE MUZO,Muzo,Boyacá,ESTUDIOS_PREVIOS,2,6652,2026-07-19T18:49:35.764019
533,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-30641,SANTANDER - ALCALDÍA MUNICIPIO DE SABANA DE TORRES,Sabana de Torres,Santander,MATRIZ_RIESGO,2,11093,2026-07-19T18:49:38.920868
534,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-195811,BOYACÁ - ALCALDÍA MUNICIPIO DE TUNJA,Tunja,Boyacá,ESTUDIOS_PREVIOS,2,8720,2026-07-19T18:49:43.295207
543,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-29045,GUAVIARE - ALCALDÍA MUNICIPIO DE SAN JOSÉ DEL GUAVIARE,San José del Guaviare,Guaviare,ESTUDIOS_PREVIOS,2,13559,2026-07-19T18:49:56.946494
566,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-10886,CVC - CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA,Cali,Valle del Cauca,ESTUDIOS_PREVIOS,2,17747,2026-07-19T18:50:36.767949
567,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9457245,SANTANDER - ALCALDÍA MUNICIPIO DE GIRÓN,Girón,Santander,MATRIZ_RIESGO,2,6545,2026-07-19T18:50:40.572333
568,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7024,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE CÚCUTA,San José de Cúcuta,Norte De Santander,ESTUDIOS_PREVIOS,2,9756,2026-07-19T18:50:44.152575
569,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-31671,BOYACÁ - ALCALDÍA MUNICIPIO DE TIBASOSA,Tibasosa,Boyacá,MATRIZ_RIESGO,2,14588,2026-07-19T18:50:47.949953
580,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-31939,CASANARE - ALCALDÍA MUNICIPIO DE MONTERREY,Monterrey,Casanare,MATRIZ_RIESGO,2,12733,2026-07-19T18:51:05.859596
581,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8744522,CUNDINAMARCA - UNIVERSIDAD DE CUNDINAMARCA - FUSAGASUGÁ,Fusagasugá,Cundinamarca,SIN_DOCUMENTO,2,5548,2026-07-19T18:51:09.197743
582,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4269,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,2,4796,2026-07-19T18:51:13.390169
583,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-12064323,ANTIOQUIA - EMPRESA DE VIVIENDA Y DESARROLLO URBANO Y RURAL DEL MUNICIPIO DE ENVIGADO DESUR - ENVIGADO,Envigado,Antioquia,MATRIZ_RIESGO,2,11598,2026-07-19T18:51:16.527945
592,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4277,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,2,4761,2026-07-19T18:51:38.796778
593,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-35170,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE GUATAVITA,Guatavita,Cundinamarca,ESTUDIOS_PREVIOS,2,10475,2026-07-19T18:51:42.495105
601,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-12235138,CUNDINAMARCA - EMSERCOTA S.A. E.S.P. - COTA,Cota,Cundinamarca,ESTUDIOS_PREVIOS,2,4539,2026-07-19T18:51:46.246212
602,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-34729,GUAVIARE - GOBERNACIÓN,San José del Guaviare,Guaviare,MATRIZ_RIESGO,2,18744,2026-07-19T18:51:50.164030
612,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-3584,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,2,4923,2026-07-19T18:52:05.603574
613,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21609,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE GUASCA,Guasca,Cundinamarca,MATRIZ_RIESGO,2,10828,2026-07-19T18:52:09.216892
614,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-25528,BOYACÁ - ALCALDÍA MUNICIPIO DE TUTA,Tuta,Boyacá,ESTUDIOS_PREVIOS,2,8633,2026-07-19T18:52:12.462761
615,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-1-214743,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SEGOVIA,Segovia,Antioquia,MATRIZ_RIESGO,2,11095,2026-07-19T18:52:15.701758
625,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11952638,ANTIOQUIA - EMPRESA PARA EL DESARROLLO URBANO Y HABITAT DEL MUNICIPIO DE APARTADÓ,Apartadó,Antioquia,ESTUDIOS_PREVIOS,2,7432,2026-07-19T18:52:40.376123
626,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-12-13043049,ANTIOQUIA - ALCALDÍA MUNICIPIO DE DABEIBA,Dabeiba,Antioquia,SIN_DOCUMENTO,2,7302,2026-07-19T18:52:44.122041
631,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-15552,GUAVIARE - GOBERNACIÓN,San José del Guaviare,Guaviare,ESTUDIOS_PREVIOS,2,9966,2026-07-19T18:52:47.977576
632,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9766932,ANTIOQUIA - ALCALDÍA MUNICIPIO DE CIUDAD BOLÍVAR,Ciudad Bolívar,Antioquia,MATRIZ,2,10266,2026-07-19T18:52:51.677173
636,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-13365210,NORTE DE SANTANDER - EMPRESAS PÚBLICAS MUNICIPALES DE CHINACOTA E.S.P. - EMCHINAC E.S.P.,Chinácota,Norte De Santander,ESTUDIOS_PREVIOS,2,9165,2026-07-19T18:53:04.399557
637,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-18704,SANTANDER - UNIDADES TECNOLÓGICAS DE SANTANDER,Bucaramanga,Santander,ESTUDIOS_PREVIOS,2,10505,2026-07-19T18:53:08.184958
638,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-29741,SANTANDER - ALCALDÍA MUNICIPIO DE FLORIÁN,Florián,Santander,MATRIZ_RIESGO,2,13910,2026-07-19T18:53:11.376389
639,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-20281,CASANARE - ALCALDÍA MUNICIPIO DE MONTERREY,Monterrey,Casanare,ESTUDIOS_PREVIOS,2,10393,2026-07-19T18:53:14.678543
646,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9040049,ANTIOQUIA - ALCALDÍA MUNICIPIO DE GRANADA,Granada,Antioquia,ESTUDIOS_PREVIOS,2,4662,2026-07-19T18:53:34.658374
655,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7147,LA GUAJIRA - ALCALDÍA MUNICIPIO DE MAICAO,Maicao,La Guajira,ESTUDIOS_PREVIOS,2,6893,2026-07-19T18:53:38.207140
656,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-12093270,ANTIOQUIA - EMPRESAS PÚBLICAS DE LA CEJA DEL TAMBO E.S.P.,Medellín,Antioquia,SIN_DOCUMENTO,2,8182,2026-07-19T18:53:42.195918
657,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-8541,ANTIOQUIA - ALCALDÍA MUNICIPIO DE TITIRIBÍ,Titiribí,Antioquia,MATRIZ_RIESGO,2,10115,2026-07-19T18:53:45.897021
680,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-205193,SANTANDER - ALCALDÍA MUNICIPIO DE PUENTE NACIONAL,Puente Nacional,Santander,MATRIZ_RIESGO,2,8048,2026-07-19T18:54:28.738240
681,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-33475,SANTANDER - ALCALDÍA MUNICIPIO DE MOGOTES,Mogotes,Santander,MATRIZ_RIESGO,2,15606,2026-07-19T18:54:32.691545
682,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21405,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE CACHIPAY,Cachipay,Cundinamarca,MATRIZ_RIESGO,2,9316,2026-07-19T18:54:36.495939
683,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-12853984,ANTIOQUIA - EMPRESA DE VIVIENDA DE ANTIOQUIA - VIVA,Medellín,Antioquia,MATRIZ_RIESGO,2,9072,2026-07-19T18:54:39.627451
684,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-188288,SANTANDER - ALCALDÍA MUNICIPIO DE PUENTE NACIONAL,Puente Nacional,Santander,MATRIZ_RIESGO,2,6140,2026-07-19T18:54:42.873633
685,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-1-211957,GUAINÍA - ALCALDÍA MUNICIPIO DE INÍRIDA,Inírida,Guainía,MATRIZ_RIESGO,2,11381,2026-07-19T18:54:46.136452
694,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-19774,VICHADA - ALCALDÍA MUNICIPIO DE CUMARIBO,Cumaribo,Vichada,MATRIZ_RIESGO,2,9816,2026-07-19T18:54:59.845774
695,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-203773,SANTANDER - UNIDADES TECNOLÓGICAS DE SANTANDER,Bucaramanga,Santander,ESTUDIOS_PREVIOS,2,8719,2026-07-19T18:55:03.442719
709,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9894884,ANTIOQUIA - EMPRESAS PÚBLICAS DE LA CEJA DEL TAMBO E.S.P.,Medellín,Antioquia,SIN_DOCUMENTO,2,5332,2026-07-19T18:55:28.571482
710,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7130,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE ANAPOIMA,Anapoima,Cundinamarca,MATRIZ_RIESGO,2,10128,2026-07-19T18:55:31.782611
711,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-201812,SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,Bucaramanga,Santander,ESTUDIOS_PREVIOS,2,14792,2026-07-19T18:55:34.909718
712,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-22-4137,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),Bogotá D.C.,Bogotá D.C.,SIN_DOCUMENTO,2,4760,2026-07-19T18:55:38.017748
715,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11806414,SANTANDER - E.S.P. AGUAS DE BARRANCABERMEJA S.A. - BARRANCABERMEJA,Barrancabermeja,Santander,MATRIZ_RIESGO,2,7637,2026-07-19T18:55:46.739789
716,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-12360,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SANTA ROSA DE OSOS,Santa Rosa de Osos,Antioquia,MATRIZ_RIESGO,2,9319,2026-07-19T18:55:50.254784
717,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-18929,CVC - CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA,Cali,Valle del Cauca,ESTUDIOS_PREVIOS,2,9931,2026-07-19T18:55:54.013548
718,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-8886086,VALLE DEL CAUCA - EMPRESAS PÚBLICAS MUNICIPALES DE CARTAGO,Cartago,Valle del Cauca,SIN_DOCUMENTO,2,5893,2026-07-19T18:55:57.651994
735,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-15475,BOYACÁ - ALCALDÍA MUNICIPIO DE TUTA,Tuta,Boyacá,ESTUDIOS_PREVIOS,2,11602,2026-07-19T18:56:19.701106
736,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8307596,META - ALCALDÍA MUNICIPIO DE RESTREPO,Restrepo,Meta,ESTUDIOS_PREVIOS,2,6608,2026-07-19T18:56:22.946418
737,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-20264,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE YUMBO,Yumbo,Valle del Cauca,ESTUDIOS_PREVIOS,2,11774,2026-07-19T18:56:26.071206
738,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10795553,ANTIOQUIA - EMPRESA DE DESARROLLO SOSTENIBLE DEL ORIENTE EDESO - RIONEGRO,Rionegro,Antioquia,MATRIZ_RIESGO,2,5226,2026-07-19T18:56:29.439957
