fila,url,entidad,municipio,departamento,tipo
1520,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-10697,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE COGUA,Cogua,Cundinamarca,MATRIZ_RIESGO
1524,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9521657,ANTIOQUIA - ALCALDÍA MUNICIPIO DE ITAGÜÍ,Itagüí,Antioquia,MATRIZ_RIESGO
1542,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-28929,SANTANDER - ALCALDÍA MUNICIPIO DE CHARALÁ,Charalá,Santander,MATRIZ_RIESGO
1554,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-1-212213,SANTANDER - ALCALDÍA MUNICIPIO DE SANTA BÁRBARA,Santa Bárbara,Santander,MATRIZ_RIESGO
1557,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-24235,BOYACÁ - ALCALDÍA MUNICIPIO DE MIRAFLORES,Miraflores,Boyacá,MATRIZ_RIESGO
495,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-1-210253,RISARALDA - AEROPUERTO INTERNACIONAL MATECAÑA DE PEREIRA,Pereira,Risaralda,MATRIZ_RIESGO
511,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8712821,ANTIOQUIA - AGENCIA DE DESARROLLO LOCAL DE ITAGÜÍ - ADELI,Itagüí,Antioquia,MATRIZ_RIESGO
512,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-28788,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SONSÓN,Sonsón,Antioquia,MATRIZ_RIESGO
521,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21774,ANTIOQUIA - ALCALDÍA MUNICIPIO DE TURBO,Turbo,Antioquia,MATRIZ_RIESGO
533,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-30641,SANTANDER - ALCALDÍA MUNICIPIO DE SABANA DE TORRES,Sabana de Torres,Santander,MATRIZ_RIESGO
567,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9457245,SANTANDER - ALCALDÍA MUNICIPIO DE GIRÓN,Girón,Santander,MATRIZ_RIESGO
569,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-31671,BOYACÁ - ALCALDÍA MUNICIPIO DE TIBASOSA,Tibasosa,Boyacá,MATRIZ_RIESGO
580,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-31939,CASANARE - ALCALDÍA MUNICIPIO DE MONTERREY,Monterrey,Casanare,MATRIZ_RIESGO
