fila,url,entidad,municipio,departamento,tipo
532,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-192759,BOYACÁ - ALCALDÍA MUNICIPIO DE MUZO,Muzo,Boyacá,ESTUDIOS_PREVIOS
534,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-195811,BOYACÁ - ALCALDÍA MUNICIPIO DE TUNJA,Tunja,Boyacá,ESTUDIOS_PREVIOS
543,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-29045,GUAVIARE - ALCALDÍA MUNICIPIO DE SAN JOSÉ DEL GUAVIARE,San José del Guaviare,Guaviare,ESTUDIOS_PREVIOS
566,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-10886,CVC - CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA,Cali,Valle del Cauca,ESTUDIOS_PREVIOS
568,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7024,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE CÚCUTA,San José de Cúcuta,Norte De Santander,ESTUDIOS_PREVIOS
593,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-35170,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE GUATAVITA,Guatavita,Cundinamarca,ESTUDIOS_PREVIOS
601,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-12235138,CUNDINAMARCA - EMSERCOTA S.A. E.S.P. - COTA,Cota,Cundinamarca,ESTUDIOS_PREVIOS
614,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-25528,BOYACÁ - ALCALDÍA MUNICIPIO DE TUTA,Tuta,Boyacá,ESTUDIOS_PREVIOS
625,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11952638,ANTIOQUIA - EMPRESA PARA EL DESARROLLO URBANO Y HABITAT DEL MUNICIPIO DE APARTADÓ,Apartadó,Antioquia,ESTUDIOS_PREVIOS
631,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-15552,GUAVIARE - GOBERNACIÓN,San José del Guaviare,Guaviare,ESTUDIOS_PREVIOS
636,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-13365210,NORTE DE SANTANDER - EMPRESAS PÚBLICAS MUNICIPALES DE CHINACOTA E.S.P. - EMCHINAC E.S.P.,Chinácota,Norte De Santander,ESTUDIOS_PREVIOS
637,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-18704,SANTANDER - UNIDADES TECNOLÓGICAS DE SANTANDER,Bucaramanga,Santander,ESTUDIOS_PREVIOS
639,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-20281,CASANARE - ALCALDÍA MUNICIPIO DE MONTERREY,Monterrey,Casanare,ESTUDIOS_PREVIOS
646,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9040049,ANTIOQUIA - ALCALDÍA MUNICIPIO DE GRANADA,Granada,Antioquia,ESTUDIOS_PREVIOS
655,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7147,LA GUAJIRA - ALCALDÍA MUNICIPIO DE MAICAO,Maicao,La Guajira,ESTUDIOS_PREVIOS
695,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-203773,SANTANDER - UNIDADES TECNOLÓGICAS DE SANTANDER,Bucaramanga,Santander,ESTUDIOS_PREVIOS
711,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-201812,SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,Bucaramanga,Santander,ESTUDIOS_PREVIOS
717,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-18929,CVC - CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA,Cali,Valle del Cauca,ESTUDIOS_PREVIOS
735,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-15475,BOYACÁ - ALCALDÍA MUNICIPIO DE TUTA,Tuta,Boyacá,ESTUDIOS_PREVIOS
736,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8307596,META - ALCALDÍA MUNICIPIO DE RESTREPO,Restrepo,Meta,ESTUDIOS_PREVIOS
737,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-20264,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE YUMBO,Yumbo,Valle del Cauca,ESTUDIOS_PREVIOS
768,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-2995,MAGDALENA - ALCALDÍA MUNICIPIO DE PLATO,Plato,Magdalena,ESTUDIOS_PREVIOS
769,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9658,META - ALCALDÍA MUNICIPIO DE ACACIAS,Acacías,Meta,ESTUDIOS_PREVIOS
773,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-1310,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS (SSPD),Bogotá D.C.,Bogotá D.C.,ESTUDIOS_PREVIOS
778,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-11070,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE ZIPAQUIRÁ,Zipaquirá,Cundinamarca,ESTUDIOS_PREVIOS
780,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-29487,SANTANDER - ALCALDÍA MUNICIPIO DE JESÚS MARÍA,Jesús María,Santander,ESTUDIOS_PREVIOS
806,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-14214,ANTIOQUIA - ALCALDÍA MUNICIPIO DE ITUANGO,Ituango,Antioquia,ESTUDIOS_PREVIOS
818,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-17803,BOYACÁ - ALCALDÍA MUNICIPIO DE CHIQUINQUIRÁ,Chiquinquirá,Boyacá,ESTUDIOS_PREVIOS
831,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-3818,SUCRE - ALCALDÍA MUNICIPIO DE SINCELEJO,Sincelejo,Sucre,ESTUDIOS_PREVIOS
832,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8256335,BOLÍVAR - ALCALDÍA MUNICIPIO DE CALAMAR,Calamar,Bolívar,ESTUDIOS_PREVIOS
833,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-14315,BOYACÁ - ALCALDÍA MUNICIPIO DE MIRAFLORES,Miraflores,Boyacá,ESTUDIOS_PREVIOS
846,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-12318,META - GOBERNACIÓN,Villavicencio,Meta,ESTUDIOS_PREVIOS
847,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-11253,CASANARE - ALCALDÍA MUNICIPIO DE MONTERREY,Monterrey,Casanare,ESTUDIOS_PREVIOS
848,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-202351,CÓRDOBA - ALCALDÍA MUNICIPIO DE MONTERÍA,Montería,Córdoba,ESTUDIOS_PREVIOS
853,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-29445,BOYACÁ - ALCALDÍA MUNICIPIO DE GUATEQUE,Guateque,Boyacá,ESTUDIOS_PREVIOS
874,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-201886,ARAUCA - ALCALDÍA MUNICIPIO DE ARAUQUITA,Arauquita,Arauca,ESTUDIOS_PREVIOS
875,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-18824,BOYACÁ - ALCALDÍA MUNICIPIO DE SANTA SOFÍA,Santa Sofía,Boyacá,ESTUDIOS_PREVIOS
876,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-188186,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE ZIPACÓN,Zipacón,Cundinamarca,ESTUDIOS_PREVIOS
881,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-4751,BOYACÁ - ALCALDÍA MUNICIPIO DE MUZO,Muzo,Boyacá,ESTUDIOS_PREVIOS
883,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-1-213435,CAS - CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER,Bucaramanga,Santander,ESTUDIOS_PREVIOS
913,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-193151,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,Bogotá D.C.,Bogotá D.C.,ESTUDIOS_PREVIOS
918,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-19457,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE GUATAVITA,Guatavita,Cundinamarca,ESTUDIOS_PREVIOS
940,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-553,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE UBATÉ,Villa de San Diego de Ubate,Cundinamarca,ESTUDIOS_PREVIOS
941,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-5326,SANTANDER - ALCALDÍA MUNICIPIO DE ALBANIA,Albania,Santander,ESTUDIOS_PREVIOS
943,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-13330,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE FUNZA,Funza,Cundinamarca,ESTUDIOS_PREVIOS
1011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-1954,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE ANAPOIMA,Anapoima,Cundinamarca,ESTUDIOS_PREVIOS
1012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-33222,VICHADA - ALCALDÍA MUNICIPIO DE CUMARIBO,Cumaribo,Vichada,ESTUDIOS_PREVIOS
1015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-1300,SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,Bucaramanga,Santander,ESTUDIOS_PREVIOS
1027,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-8556,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE ANAPOIMA,Anapoima,Cundinamarca,ESTUDIOS_PREVIOS
1040,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-12593148,ANTIOQUIA - EMPRESA DE SERVICIOS PÚBLICOS DE SAN JOSÉ DE LA MARINILLA E.S.P.,Marinilla,Antioquia,ESTUDIOS_PREVIOS
1041,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-3557,CASANARE - ALCALDÍA MUNICIPIO DE MONTERREY,Monterrey,Casanare,ESTUDIOS_PREVIOS
1042,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-199917,ANTIOQUIA - ALCALDÍA MUNICIPIO DE COPACABANA,Copacabana,Antioquia,ESTUDIOS_PREVIOS
1071,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-11415151,ANTIOQUIA - EMPRESA DE SERVICIOS PÚBLICOS DE SAN JOSÉ DE LA MARINILLA E.S.P.,Marinilla,Antioquia,ESTUDIOS_PREVIOS
1072,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-1533,ANTIOQUIA - ALCALDÍA MUNICIPIO DE PUERTO BERRÍO,Puerto Berrío,Antioquia,ESTUDIOS_PREVIOS
1079,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-200633,SANTANDER - ALCALDÍA MUNICIPIO DE LOS SANTOS,Los Santos,Santander,ESTUDIOS_PREVIOS
1099,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-199941,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE VILLETA,Villeta,Cundinamarca,ESTUDIOS_PREVIOS
1102,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-13143,ANTIOQUIA - ALCALDÍA MUNICIPIO DE COPACABANA,Copacabana,Antioquia,ESTUDIOS_PREVIOS
1104,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9749,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE ZIPAQUIRÁ,Zipaquirá,Cundinamarca,ESTUDIOS_PREVIOS
1105,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-12-12407057,CASANARE - ALCALDÍA MUNICIPIO DE TAMARA,Támara,Casanare,ESTUDIOS_PREVIOS
1120,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-11424,HUILA - ALCALDÍA MUNICIPIO DE PAICOL,Paicol,Huila,ESTUDIOS_PREVIOS
1139,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21216,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE PUERTO SALGAR,Puerto Salgar,Cundinamarca,ESTUDIOS_PREVIOS
1165,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-12-11508272,INSTITUTO NACIONAL DE VÍAS (INVIAS),Bogotá D.C.,Bogotá D.C.,ESTUDIOS_PREVIOS
1175,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21422,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE CAPARRAPÍ,Caparrapí,Cundinamarca,ESTUDIOS_PREVIOS
1189,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8113482,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE CALI,Cali,Valle del Cauca,ESTUDIOS_PREVIOS
1232,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-5122,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE ANAPOIMA,Anapoima,Cundinamarca,ESTUDIOS_PREVIOS
1233,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-8759,BOYACÁ - ALCALDÍA MUNICIPIO DE RAMIRIQUÍ,Ramiriquí,Boyacá,ESTUDIOS_PREVIOS
1235,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11684942,ANTIOQUIA - AGUAS DEL PÁRAMO S.A.S E.S.P - SONSÓN,Sonsón,Antioquia,ESTUDIOS_PREVIOS
1236,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-187212,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE VILLETA,Villeta,Cundinamarca,ESTUDIOS_PREVIOS
1237,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6347,VALLE DEL CAUCA - UNIDAD CENTRAL DEL VALLE DEL CAUCA - TULUÁ,Tuluá,Valle del Cauca,ESTUDIOS_PREVIOS
1268,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-23245,BOYACÁ - ALCALDÍA MUNICIPIO DE BETEITIVA,Betéitiva,Boyacá,ESTUDIOS_PREVIOS
1274,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-19659,ANTIOQUIA - ALCALDÍA MUNICIPIO DE VEGACHÍ,Vegachí,Antioquia,ESTUDIOS_PREVIOS
1276,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-10742,ANTIOQUIA - ALCALDÍA MUNICIPIO DE GIRARDOTA,Girardota,Antioquia,ESTUDIOS_PREVIOS
1289,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-22068,SANTANDER - ALCALDÍA MUNICIPIO DE SAN GIL,San Gil,Santander,ESTUDIOS_PREVIOS
1295,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9761602,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE CALI,Cali,Valle del Cauca,ESTUDIOS_PREVIOS
1324,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-191521,QUINDÍO - ALCALDÍA MUNICIPIO DE CALARCÁ,Calarca,Quindío,ESTUDIOS_PREVIOS
1341,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-1-213416,SANTANDER - ALCALDÍA MUNICIPIO DE GIRÓN,Girón,Santander,ESTUDIOS_PREVIOS
1342,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10963671,ANTIOQUIA - ALCALDÍA MUNICIPIO DE CONCEPCIÓN,Concepción,Antioquia,ESTUDIOS_PREVIOS
1348,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-197130,SANTANDER - ALCALDÍA MUNICIPIO DE SAN VICENTE CHUCURÍ,San Vicente de Chucurí,Santander,ESTUDIOS_PREVIOS
1376,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-4-13095262,SANTANDER - ALCALDÍA MUNICIPIO DE SABANA DE TORRES,Sabana de Torres,Santander,ESTUDIOS_PREVIOS
1377,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-20304,CORPORACIÓN AUTÓNOMA REGIONAL DEL GUAVIO,Gachalá,Cundinamarca,ESTUDIOS_PREVIOS
1378,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-12-13402031,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE,San Roque,Antioquia,ESTUDIOS_PREVIOS
1404,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-5103,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE LOS PATIOS,Los Patios,Norte De Santander,ESTUDIOS_PREVIOS
1418,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=23-12-13438924,CALDAS - ALCALDÍA MUNICIPIO DE NEIRA,Neira,Caldas,ESTUDIOS_PREVIOS
1419,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-14142,CAUCA - ALCALDÍA MUNICIPIO DE TOTORO,Totoró,Cauca,ESTUDIOS_PREVIOS
1436,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-25198,BOYACÁ - ALCALDÍA MUNICIPIO DE CAMPOHERMOSO,Campohermoso,Boyacá,ESTUDIOS_PREVIOS
1437,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-2786,BOYACÁ - ALCALDÍA MUNICIPIO DE NUEVO COLÓN,Nuevo Colón,Boyacá,ESTUDIOS_PREVIOS
1438,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-20236,BOYACÁ - ALCALDÍA MUNICIPIO DE CHIVATA,Chivatá,Boyacá,ESTUDIOS_PREVIOS
1439,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-1-211065,CESAR - AGUAS DEL CESAR S.A. E.S.P.,Valledupar,Cesar,ESTUDIOS_PREVIOS
1465,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8720276,NORTE DE SANTANDER - GOBERNACIÓN,San José de Cúcuta,Norte De Santander,ESTUDIOS_PREVIOS
1471,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-8774,SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,Bucaramanga,Santander,ESTUDIOS_PREVIOS
1490,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-12009122,SANTANDER - E.S.E. HOSPITAL REGIONAL DE GARCIA ROVIRA,Málaga,Santander,ESTUDIOS_PREVIOS
1491,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-205904,BOYACÁ - ALCALDÍA MUNICIPIO DE PAUNA,Pauna,Boyacá,ESTUDIOS_PREVIOS
1492,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-25405,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE LABATECA,Labateca,Norte De Santander,ESTUDIOS_PREVIOS
1502,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=23-12-13851443,SANTANDER - ALCALDÍA MUNICIPIO DE PUERTO WILCHES,Puerto Wilches,Santander,ESTUDIOS_PREVIOS
1528,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=22-21-31583,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE PUERTO SALGAR,Puerto Salgar,Cundinamarca,ESTUDIOS_PREVIOS
1540,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-7090,ANTIOQUIA - ALCALDÍA MUNICIPIO DE PUERTO TRIUNFO,Puerto Triunfo,Antioquia,ESTUDIOS_PREVIOS
1547,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-8832336,ANTIOQUIA - ALCALDÍA MUNICIPIO DE ANZA,Anza,Antioquia,ESTUDIOS_PREVIOS
485,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11670334,ANTIOQUIA - EMPRESA DE SERVICIOS PÚBLICOS DE FRONTINO,Frontino,Antioquia,ESTUDIOS_PREVIOS
489,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-29054,BOYACÁ - ALCALDÍA MUNICIPIO DE SABOYÁ,Saboyá,Boyacá,ESTUDIOS_PREVIOS
491,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21233,GUAVIARE - ALCALDÍA MUNICIPIO DE SAN JOSÉ DEL GUAVIARE,San José del Guaviare,Guaviare,ESTUDIOS_PREVIOS
492,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9750415,CAS - CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER,Bucaramanga,Santander,ESTUDIOS_PREVIOS
528,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-199542,SANTANDER - INSTITUTO DE VIVIENDA DE INTERÉS SOCIAL Y REFORMA URBANA DE BUCARAMANGA,Bucaramanga,Santander,ESTUDIOS_PREVIOS
560,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-14739,SANTANDER - UNIDADES TECNOLÓGICAS DE SANTANDER,Bucaramanga,Santander,ESTUDIOS_PREVIOS
565,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-18939,CVC - CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA,Cali,Valle del Cauca,ESTUDIOS_PREVIOS
570,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-21-21175,ANTIOQUIA - ALCALDÍA MUNICIPIO DE PUERTO TRIUNFO,Puerto Triunfo,Antioquia,ESTUDIOS_PREVIOS
578,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-7798,BOYACÁ - ALCALDÍA MUNICIPIO DE SANTANA,Santana,Boyacá,ESTUDIOS_PREVIOS
611,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-12070843,NORTE DE SANTANDER - EIS CÚCUTA S.A. E.S.P. - EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE CÚCUTA,San José de Cúcuta,Norte De Santander,ESTUDIOS_PREVIOS
645,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-193010,SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,Bucaramanga,Santander,ESTUDIOS_PREVIOS
660,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9015,BOYACÁ - ALCALDÍA MUNICIPIO DE SÁCHICA,Sáchica,Boyacá,ESTUDIOS_PREVIOS
668,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-10964,ANTIOQUIA - ALCALDÍA MUNICIPIO DE YONDÓ,Yondó,Antioquia,ESTUDIOS_PREVIOS
686,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9512,GUAVIARE - ALCALDÍA MUNICIPIO DE SAN JOSÉ DEL GUAVIARE,San José del Guaviare,Guaviare,ESTUDIOS_PREVIOS
687,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-12795,META - ALCALDÍA MUNICIPIO DE MAPIRIPÁN,Mapiripán,Meta,ESTUDIOS_PREVIOS
728,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11890732,ANTIOQUIA -AQUATERRA EMPRESA DE SERVICIOS PUBLICOS AQUATERRA E.S.P GUARNE,Guarne,Antioquia,ESTUDIOS_PREVIOS
729,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-19278,GUAVIARE - ALCALDÍA MUNICIPIO DE EL RETORNO,El Retorno,Guaviare,ESTUDIOS_PREVIOS
762,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-4-11827134,ANTIOQUIA - EMPRESA DE DESARROLLO SOSTENIBLE DEL ORIENTE EDESO - RIONEGRO,Rionegro,Antioquia,ESTUDIOS_PREVIOS
763,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-15208,CAQUETÁ - ALCALDÍA MUNICIPIO DE MILÁN,Milán,Caquetá,ESTUDIOS_PREVIOS
771,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9163,ANTIOQUIA - ALCALDÍA MUNICIPIO DE ENVIGADO,Envigado,Antioquia,ESTUDIOS_PREVIOS
799,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-202319,CAQUETÁ - ALCALDÍA MUNICIPIO DE SAN VICENTE CAGUÁN,San Vicente del Caguán,Caquetá,ESTUDIOS_PREVIOS
801,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-14363,SANTANDER - ALCALDÍA MUNICIPIO DE SAN ANDRÉS,San Andrés,Santander,ESTUDIOS_PREVIOS
827,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-9547,SANTANDER - ALCALDÍA MUNICIPIO DE ALBANIA,Albania,Santander,ESTUDIOS_PREVIOS
828,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-202954,HUILA - ALCALDÍA MUNICIPIO DE PITALITO,Pitalito,Huila,ESTUDIOS_PREVIOS
843,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-199622,GUAVIARE - INSTITUTO DEPARTAMENTAL DEL DEPORTE Y LA RECREACIÓN,San José del Guaviare,Guaviare,ESTUDIOS_PREVIOS
844,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-21-17212,ANTIOQUIA - ALCALDÍA MUNICIPIO DE VEGACHÍ,Vegachí,Antioquia,ESTUDIOS_PREVIOS
845,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=21-1-219369,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE SUSA,Susa,Cundinamarca,ESTUDIOS_PREVIOS
862,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9577707,ANTIOQUIA - EMPRESA DE SERVICIOS PÚBLICOS DE SAN JOSÉ DE LA MARINILLA E.S.P.,Marinilla,Antioquia,ESTUDIOS_PREVIOS
890,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-21-14610,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE RIOFRÍO,Riofrío,Valle del Cauca,ESTUDIOS_PREVIOS
894,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-206772,SANTANDER - ALCALDÍA MUNICIPIO DE SAN MIGUEL,San Miguel,Santander,ESTUDIOS_PREVIOS
895,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-11-8422228,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE FUNZA,Funza,Cundinamarca,ESTUDIOS_PREVIOS
896,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-1-201827,SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,Bucaramanga,Santander,ESTUDIOS_PREVIOS
897,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-1-196373,NORTE DE SANTANDER - GOBERNACIÓN,San José de Cúcuta,Norte De Santander,ESTUDIOS_PREVIOS
